month,region,brand,sales
2020-01,region_44,brand_1,0.0
2020-01,region_44,brand_2,0.0
2020-01,region_44,brand_3,45018.71
2020-01,region_44,brand_12_market,456896.06
2020-01,region_44,brand_3_market,777270.85
2020-01,region_45,brand_1,0.0
2020-01,region_45,brand_2,0.0
2020-01,region_45,brand_3,96178.07
2020-01,region_45,brand_12_market,425163.8
2020-01,region_45,brand_3_market,924453.28
2020-01,region_46,brand_1,0.0
2020-01,region_46,brand_2,0.0
2020-01,region_46,brand_3,14128.08
2020-01,region_46,brand_12_market,171108.02
2020-01,region_46,brand_3_market,280128.7
2020-01,region_47,brand_1,0.0
2020-01,region_47,brand_2,0.0
2020-01,region_47,brand_3,16868.04
2020-01,region_47,brand_12_market,217028.44
2020-01,region_47,brand_3_market,383373.17
2020-01,region_48,brand_1,0.0
2020-01,region_48,brand_2,0.0
2020-01,region_48,brand_3,55077.53
2020-01,region_48,brand_12_market,358565.56
2020-01,region_48,brand_3_market,725467.98
2020-01,region_49,brand_1,0.0
2020-01,region_49,brand_2,0.0
2020-01,region_49,brand_3,50318.54
2020-01,region_49,brand_12_market,420763.73
2020-01,region_49,brand_3_market,777028.58
2020-01,region_50,brand_1,0.0
2020-01,region_50,brand_2,0.0
2020-01,region_50,brand_3,59437.99
2020-01,region_50,brand_12_market,276888.38
2020-01,region_50,brand_3_market,523092.52
2020-01,region_51,brand_1,0.0
2020-01,region_51,brand_2,0.0
2020-01,region_51,brand_3,86464.7
2020-01,region_51,brand_12_market,223890.54
2020-01,region_51,brand_3_market,542596.2
2020-01,region_52,brand_1,0.0
2020-01,region_52,brand_2,0.0
2020-01,region_52,brand_3,43543.3
2020-01,region_52,brand_12_market,384036.45
2020-01,region_52,brand_3_market,707061.42
2020-01,region_53,brand_1,0.0
2020-01,region_53,brand_2,0.0
2020-01,region_53,brand_3,28105.19
2020-01,region_53,brand_12_market,243178.77
2020-01,region_53,brand_3_market,422814.12
2020-01,region_54,brand_1,0.0
2020-01,region_54,brand_2,0.0
2020-01,region_54,brand_3,99647.98
2020-01,region_54,brand_12_market,306415.7
2020-01,region_54,brand_3_market,658900.61
2020-01,region_55,brand_1,0.0
2020-01,region_55,brand_2,0.0
2020-01,region_55,brand_3,57998.39
2020-01,region_55,brand_12_market,292005.37
2020-01,region_55,brand_3_market,594562.95
2020-01,region_56,brand_1,0.0
2020-01,region_56,brand_2,0.0
2020-01,region_56,brand_3,46814.69
2020-01,region_56,brand_12_market,244339.92
2020-01,region_56,brand_3_market,463252.9
2020-01,region_57,brand_1,0.0
2020-01,region_57,brand_2,0.0
2020-01,region_57,brand_3,56150.39
2020-01,region_57,brand_12_market,297371.28
2020-01,region_57,brand_3_market,567020.04
2020-01,region_58,brand_1,0.0
2020-01,region_58,brand_2,0.0
2020-01,region_58,brand_3,8786.32
2020-01,region_58,brand_12_market,169074.91
2020-01,region_58,brand_3_market,312655.32
2020-01,region_59,brand_1,0.0
2020-01,region_59,brand_2,0.0
2020-01,region_59,brand_3,38526.28
2020-01,region_59,brand_12_market,323525.34
2020-01,region_59,brand_3_market,602452.95
2020-01,region_60,brand_1,0.0
2020-01,region_60,brand_2,0.0
2020-01,region_60,brand_3,27376.51
2020-01,region_60,brand_12_market,241363.33
2020-01,region_60,brand_3_market,461534.14
2020-01,region_61,brand_1,0.0
2020-01,region_61,brand_2,0.0
2020-01,region_61,brand_3,51750.67
2020-01,region_61,brand_12_market,365225.06
2020-01,region_61,brand_3_market,673072.27
2020-01,region_62,brand_1,0.0
2020-01,region_62,brand_2,0.0
2020-01,region_62,brand_3,38162.98
2020-01,region_62,brand_12_market,360885.66
2020-01,region_62,brand_3_market,694447.69
2020-01,region_63,brand_1,0.0
2020-01,region_63,brand_2,0.0
2020-01,region_63,brand_3,61146.57
2020-01,region_63,brand_12_market,450718.67
2020-01,region_63,brand_3_market,819769.94
2020-01,region_64,brand_1,0.0
2020-01,region_64,brand_2,0.0
2020-01,region_64,brand_3,59365.7
2020-01,region_64,brand_12_market,218274.13
2020-01,region_64,brand_3_market,441834.99
2020-01,region_65,brand_1,0.0
2020-01,region_65,brand_2,0.0
2020-01,region_65,brand_3,40896.53
2020-01,region_65,brand_12_market,231202.65
2020-01,region_65,brand_3_market,530938.15
2020-01,region_66,brand_1,0.0
2020-01,region_66,brand_2,0.0
2020-01,region_66,brand_3,25204.26
2020-01,region_66,brand_12_market,288920.58
2020-01,region_66,brand_3_market,504375.59
2020-01,region_67,brand_1,0.0
2020-01,region_67,brand_2,0.0
2020-01,region_67,brand_3,63186.45
2020-01,region_67,brand_12_market,253346.02
2020-01,region_67,brand_3_market,507846.64
2020-01,region_68,brand_1,0.0
2020-01,region_68,brand_2,0.0
2020-01,region_68,brand_3,49102.29
2020-01,region_68,brand_12_market,315898.89
2020-01,region_68,brand_3_market,624294.42
2020-01,region_69,brand_1,0.0
2020-01,region_69,brand_2,0.0
2020-01,region_69,brand_3,36802.89
2020-01,region_69,brand_12_market,356310.35
2020-01,region_69,brand_3_market,636532.53
2020-01,region_70,brand_1,0.0
2020-01,region_70,brand_2,0.0
2020-01,region_70,brand_3,35601.18
2020-01,region_70,brand_12_market,317199.79
2020-01,region_70,brand_3_market,540454.12
2020-01,region_71,brand_1,0.0
2020-01,region_71,brand_2,0.0
2020-01,region_71,brand_3,65022.0
2020-01,region_71,brand_12_market,450238.95
2020-01,region_71,brand_3_market,853174.53
2020-01,region_72,brand_1,0.0
2020-01,region_72,brand_2,0.0
2020-01,region_72,brand_3,29992.26
2020-01,region_72,brand_12_market,221439.11
2020-01,region_72,brand_3_market,399044.49
2020-01,region_73,brand_1,0.0
2020-01,region_73,brand_2,0.0
2020-01,region_73,brand_3,48828.11
2020-01,region_73,brand_12_market,296533.34
2020-01,region_73,brand_3_market,578164.73
2020-01,region_74,brand_1,0.0
2020-01,region_74,brand_2,0.0
2020-01,region_74,brand_3,53327.71
2020-01,region_74,brand_12_market,257428.52
2020-01,region_74,brand_3_market,574008.35
2020-01,region_75,brand_1,0.0
2020-01,region_75,brand_2,0.0
2020-01,region_75,brand_3,37297.63
2020-01,region_75,brand_12_market,336095.8
2020-01,region_75,brand_3_market,622222.6
2020-01,region_76,brand_1,0.0
2020-01,region_76,brand_2,0.0
2020-01,region_76,brand_3,42989.85
2020-01,region_76,brand_12_market,245736.48
2020-01,region_76,brand_3_market,461809.41
2020-01,region_77,brand_1,0.0
2020-01,region_77,brand_2,0.0
2020-01,region_77,brand_3,41000.25
2020-01,region_77,brand_12_market,238241.85
2020-01,region_77,brand_3_market,520498.3
2020-01,region_78,brand_1,0.0
2020-01,region_78,brand_2,0.0
2020-01,region_78,brand_3,79602.45
2020-01,region_78,brand_12_market,526544.93
2020-01,region_78,brand_3_market,967517.45
2020-01,region_79,brand_1,0.0
2020-01,region_79,brand_2,0.0
2020-01,region_79,brand_3,18239.92
2020-01,region_79,brand_12_market,242783.93
2020-01,region_79,brand_3_market,381118.4
2020-01,region_80,brand_1,0.0
2020-01,region_80,brand_2,0.0
2020-01,region_80,brand_3,51380.04
2020-01,region_80,brand_12_market,325072.48
2020-01,region_80,brand_3_market,642855.28
2020-01,region_81,brand_1,0.0
2020-01,region_81,brand_2,0.0
2020-01,region_81,brand_3,14920.06
2020-01,region_81,brand_12_market,177928.23
2020-01,region_81,brand_3_market,303840.64
2020-01,region_82,brand_1,0.0
2020-01,region_82,brand_2,0.0
2020-01,region_82,brand_3,37683.4
2020-01,region_82,brand_12_market,190417.38
2020-01,region_82,brand_3_market,410043.08
2020-01,region_83,brand_1,0.0
2020-01,region_83,brand_2,0.0
2020-01,region_83,brand_3,50889.12
2020-01,region_83,brand_12_market,307336.42
2020-01,region_83,brand_3_market,537707.46
2020-01,region_84,brand_1,0.0
2020-01,region_84,brand_2,0.0
2020-01,region_84,brand_3,42967.8
2020-01,region_84,brand_12_market,244376.2
2020-01,region_84,brand_3_market,515430.07
2020-01,region_85,brand_1,0.0
2020-01,region_85,brand_2,0.0
2020-01,region_85,brand_3,44317.87
2020-01,region_85,brand_12_market,240721.68
2020-01,region_85,brand_3_market,487636.13
2020-01,region_86,brand_1,0.0
2020-01,region_86,brand_2,0.0
2020-01,region_86,brand_3,73739.33
2020-01,region_86,brand_12_market,453868.11
2020-01,region_86,brand_3_market,818990.43
2020-01,region_87,brand_1,0.0
2020-01,region_87,brand_2,0.0
2020-01,region_87,brand_3,44458.48
2020-01,region_87,brand_12_market,300943.04
2020-01,region_87,brand_3_market,518617.25
2020-01,region_88,brand_1,0.0
2020-01,region_88,brand_2,0.0
2020-01,region_88,brand_3,50420.94
2020-01,region_88,brand_12_market,365413.15
2020-01,region_88,brand_3_market,748806.68
2020-01,region_89,brand_1,0.0
2020-01,region_89,brand_2,0.0
2020-01,region_89,brand_3,45765.81
2020-01,region_89,brand_12_market,284724.67
2020-01,region_89,brand_3_market,495576.69
2020-01,region_90,brand_1,0.0
2020-01,region_90,brand_2,0.0
2020-01,region_90,brand_3,58530.78
2020-01,region_90,brand_12_market,390448.73
2020-01,region_90,brand_3_market,727018.76
2020-01,region_91,brand_1,0.0
2020-01,region_91,brand_2,0.0
2020-01,region_91,brand_3,36153.55
2020-01,region_91,brand_12_market,275391.98
2020-01,region_91,brand_3_market,586629.43
2020-01,region_92,brand_1,0.0
2020-01,region_92,brand_2,0.0
2020-01,region_92,brand_3,31879.67
2020-01,region_92,brand_12_market,372152.08
2020-01,region_92,brand_3_market,726559.58
2020-01,region_93,brand_1,0.0
2020-01,region_93,brand_2,0.0
2020-01,region_93,brand_3,27750.55
2020-01,region_93,brand_12_market,191362.21
2020-01,region_93,brand_3_market,349687.99
2020-01,region_94,brand_1,0.0
2020-01,region_94,brand_2,0.0
2020-01,region_94,brand_3,124455.01
2020-01,region_94,brand_12_market,437505.21
2020-01,region_94,brand_3_market,864315.78
2020-01,region_95,brand_1,0.0
2020-01,region_95,brand_2,0.0
2020-01,region_95,brand_3,35911.85
2020-01,region_95,brand_12_market,261511.08
2020-01,region_95,brand_3_market,543289.61
2020-01,region_96,brand_1,0.0
2020-01,region_96,brand_2,0.0
2020-01,region_96,brand_3,35919.75
2020-01,region_96,brand_12_market,274870.74
2020-01,region_96,brand_3_market,478126.87
2020-01,region_97,brand_1,0.0
2020-01,region_97,brand_2,0.0
2020-01,region_97,brand_3,65292.02
2020-01,region_97,brand_12_market,246053.34
2020-01,region_97,brand_3_market,506679.9
2020-01,region_98,brand_1,0.0
2020-01,region_98,brand_2,0.0
2020-01,region_98,brand_3,34011.56
2020-01,region_98,brand_12_market,262168.13
2020-01,region_98,brand_3_market,499107.16
2020-01,region_99,brand_1,0.0
2020-01,region_99,brand_2,0.0
2020-01,region_99,brand_3,22329.21
2020-01,region_99,brand_12_market,285312.66
2020-01,region_99,brand_3_market,509749.94
2020-01,region_100,brand_1,0.0
2020-01,region_100,brand_2,0.0
2020-01,region_100,brand_3,51792.41
2020-01,region_100,brand_12_market,279250.64
2020-01,region_100,brand_3_market,519959.83
2020-01,region_101,brand_1,0.0
2020-01,region_101,brand_2,0.0
2020-01,region_101,brand_3,14775.15
2020-01,region_101,brand_12_market,195541.09
2020-01,region_101,brand_3_market,335453.92
2020-01,region_102,brand_1,0.0
2020-01,region_102,brand_2,0.0
2020-01,region_102,brand_3,73098.23
2020-01,region_102,brand_12_market,592490.01
2020-01,region_102,brand_3_market,1180259.29
2020-01,region_103,brand_1,0.0
2020-01,region_103,brand_2,0.0
2020-01,region_103,brand_3,50217.12
2020-01,region_103,brand_12_market,311175.25
2020-01,region_103,brand_3_market,635859.82
2020-01,region_104,brand_1,0.0
2020-01,region_104,brand_2,0.0
2020-01,region_104,brand_3,78942.2
2020-01,region_104,brand_12_market,331637.32
2020-01,region_104,brand_3_market,748726.78
2020-01,region_105,brand_1,0.0
2020-01,region_105,brand_2,0.0
2020-01,region_105,brand_3,47526.22
2020-01,region_105,brand_12_market,302249.13
2020-01,region_105,brand_3_market,628283.58
2020-01,region_106,brand_1,0.0
2020-01,region_106,brand_2,0.0
2020-01,region_106,brand_3,50940.33
2020-01,region_106,brand_12_market,462492.29
2020-01,region_106,brand_3_market,770269.37
2020-01,region_107,brand_1,0.0
2020-01,region_107,brand_2,0.0
2020-01,region_107,brand_3,31712.78
2020-01,region_107,brand_12_market,318774.32
2020-01,region_107,brand_3_market,549809.24
2020-01,region_108,brand_1,0.0
2020-01,region_108,brand_2,0.0
2020-01,region_108,brand_3,38900.16
2020-01,region_108,brand_12_market,429932.08
2020-01,region_108,brand_3_market,744264.26
2020-01,region_109,brand_1,0.0
2020-01,region_109,brand_2,0.0
2020-01,region_109,brand_3,82854.4
2020-01,region_109,brand_12_market,422388.39
2020-01,region_109,brand_3_market,871609.03
2020-01,region_110,brand_1,0.0
2020-01,region_110,brand_2,0.0
2020-01,region_110,brand_3,53179.4
2020-01,region_110,brand_12_market,149121.5
2020-01,region_110,brand_3_market,333310.81
2020-01,region_111,brand_1,0.0
2020-01,region_111,brand_2,0.0
2020-01,region_111,brand_3,56880.63
2020-01,region_111,brand_12_market,285686.41
2020-01,region_111,brand_3_market,491326.91
2020-01,region_112,brand_1,0.0
2020-01,region_112,brand_2,0.0
2020-01,region_112,brand_3,20829.38
2020-01,region_112,brand_12_market,173974.69
2020-01,region_112,brand_3_market,318075.87
2020-01,region_113,brand_1,0.0
2020-01,region_113,brand_2,0.0
2020-01,region_113,brand_3,31890.6
2020-01,region_113,brand_12_market,254033.31
2020-01,region_113,brand_3_market,455892.08
2020-01,region_114,brand_1,0.0
2020-01,region_114,brand_2,0.0
2020-01,region_114,brand_3,35233.94
2020-01,region_114,brand_12_market,265500.21
2020-01,region_114,brand_3_market,571050.24
2020-01,region_115,brand_1,0.0
2020-01,region_115,brand_2,0.0
2020-01,region_115,brand_3,88512.9
2020-01,region_115,brand_12_market,410587.34
2020-01,region_115,brand_3_market,869996.76
2020-01,region_116,brand_1,0.0
2020-01,region_116,brand_2,0.0
2020-01,region_116,brand_3,32736.88
2020-01,region_116,brand_12_market,280071.15
2020-01,region_116,brand_3_market,573565.22
2020-01,region_117,brand_1,0.0
2020-01,region_117,brand_2,0.0
2020-01,region_117,brand_3,53806.45
2020-01,region_117,brand_12_market,344445.81
2020-01,region_117,brand_3_market,645711.63
2020-01,region_118,brand_1,0.0
2020-01,region_118,brand_2,0.0
2020-01,region_118,brand_3,29417.54
2020-01,region_118,brand_12_market,170904.58
2020-01,region_118,brand_3_market,354659.77
2020-01,region_119,brand_1,0.0
2020-01,region_119,brand_2,0.0
2020-01,region_119,brand_3,13760.76
2020-01,region_119,brand_12_market,226369.17
2020-01,region_119,brand_3_market,381487.83
2020-01,region_120,brand_1,0.0
2020-01,region_120,brand_2,0.0
2020-01,region_120,brand_3,42639.12
2020-01,region_120,brand_12_market,193840.82
2020-01,region_120,brand_3_market,369291.21
2020-01,region_121,brand_1,0.0
2020-01,region_121,brand_2,0.0
2020-01,region_121,brand_3,54087.84
2020-01,region_121,brand_12_market,397052.42
2020-01,region_121,brand_3_market,738167.21
2020-01,region_122,brand_1,0.0
2020-01,region_122,brand_2,0.0
2020-01,region_122,brand_3,61728.39
2020-01,region_122,brand_12_market,260675.2
2020-01,region_122,brand_3_market,633333.18
2020-01,region_123,brand_1,0.0
2020-01,region_123,brand_2,0.0
2020-01,region_123,brand_3,45406.21
2020-01,region_123,brand_12_market,344963.92
2020-01,region_123,brand_3_market,658821.56
2020-01,region_124,brand_1,0.0
2020-01,region_124,brand_2,0.0
2020-01,region_124,brand_3,56191.91
2020-01,region_124,brand_12_market,300768.83
2020-01,region_124,brand_3_market,636756.55
2020-01,region_125,brand_1,0.0
2020-01,region_125,brand_2,0.0
2020-01,region_125,brand_3,27027.5
2020-01,region_125,brand_12_market,270822.98
2020-01,region_125,brand_3_market,473118.15
2020-01,region_126,brand_1,0.0
2020-01,region_126,brand_2,0.0
2020-01,region_126,brand_3,46619.0
2020-01,region_126,brand_12_market,282367.15
2020-01,region_126,brand_3_market,500311.7
2020-01,region_127,brand_1,0.0
2020-01,region_127,brand_2,0.0
2020-01,region_127,brand_3,67272.96
2020-01,region_127,brand_12_market,380603.69
2020-01,region_127,brand_3_market,692406.42
2020-01,region_128,brand_1,0.0
2020-01,region_128,brand_2,0.0
2020-01,region_128,brand_3,46486.86
2020-01,region_128,brand_12_market,276613.59
2020-01,region_128,brand_3_market,546614.07
2020-01,region_129,brand_1,0.0
2020-01,region_129,brand_2,0.0
2020-01,region_129,brand_3,42089.88
2020-01,region_129,brand_12_market,250149.93
2020-01,region_129,brand_3_market,508793.85
2020-01,region_130,brand_1,0.0
2020-01,region_130,brand_2,0.0
2020-01,region_130,brand_3,38191.78
2020-01,region_130,brand_12_market,259666.51
2020-01,region_130,brand_3_market,492907.9
2020-01,region_131,brand_1,0.0
2020-01,region_131,brand_2,0.0
2020-01,region_131,brand_3,110094.29
2020-01,region_131,brand_12_market,489785.66
2020-01,region_131,brand_3_market,989290.91
2020-01,region_132,brand_1,0.0
2020-01,region_132,brand_2,0.0
2020-01,region_132,brand_3,70125.38
2020-01,region_132,brand_12_market,478236.36
2020-01,region_132,brand_3_market,924773.82
2020-01,region_133,brand_1,0.0
2020-01,region_133,brand_2,0.0
2020-01,region_133,brand_3,21697.38
2020-01,region_133,brand_12_market,243615.23
2020-01,region_133,brand_3_market,414385.13
2020-01,region_134,brand_1,0.0
2020-01,region_134,brand_2,0.0
2020-01,region_134,brand_3,30096.05
2020-01,region_134,brand_12_market,262531.23
2020-01,region_134,brand_3_market,460956.84
2020-01,region_135,brand_1,0.0
2020-01,region_135,brand_2,0.0
2020-01,region_135,brand_3,26400.23
2020-01,region_135,brand_12_market,293983.62
2020-01,region_135,brand_3_market,528419.98
2020-01,region_136,brand_1,0.0
2020-01,region_136,brand_2,0.0
2020-01,region_136,brand_3,11315.56
2020-01,region_136,brand_12_market,181523.07
2020-01,region_136,brand_3_market,306394.86
2020-01,region_137,brand_1,0.0
2020-01,region_137,brand_2,0.0
2020-01,region_137,brand_3,42054.12
2020-01,region_137,brand_12_market,278968.1
2020-01,region_137,brand_3_market,499248.14
2020-01,region_138,brand_1,0.0
2020-01,region_138,brand_2,0.0
2020-01,region_138,brand_3,20702.84
2020-01,region_138,brand_12_market,212308.68
2020-01,region_138,brand_3_market,412501.1
2020-01,region_139,brand_1,0.0
2020-01,region_139,brand_2,0.0
2020-01,region_139,brand_3,11687.44
2020-01,region_139,brand_12_market,174806.98
2020-01,region_139,brand_3_market,275918.3
2020-01,region_140,brand_1,0.0
2020-01,region_140,brand_2,0.0
2020-01,region_140,brand_3,44609.33
2020-01,region_140,brand_12_market,329201.83
2020-01,region_140,brand_3_market,573498.53
2020-01,region_141,brand_1,0.0
2020-01,region_141,brand_2,0.0
2020-01,region_141,brand_3,14174.16
2020-01,region_141,brand_12_market,121952.45
2020-01,region_141,brand_3_market,214748.63
2020-01,region_142,brand_1,0.0
2020-01,region_142,brand_2,0.0
2020-01,region_142,brand_3,56123.21
2020-01,region_142,brand_12_market,541641.01
2020-01,region_142,brand_3_market,1012912.82
2020-01,region_143,brand_1,0.0
2020-01,region_143,brand_2,0.0
2020-01,region_143,brand_3,30047.51
2020-01,region_143,brand_12_market,204031.49
2020-01,region_143,brand_3_market,376825.01
