,month,region,brand,sales
313,2020-01,region_62,brand_12_market,360885.66
314,2020-01,region_62,brand_3_market,694447.69
315,2020-01,region_63,brand_1,0.0
316,2020-01,region_63,brand_2,0.0
317,2020-01,region_63,brand_3,61146.57
318,2020-01,region_63,brand_12_market,450718.67
319,2020-01,region_63,brand_3_market,819769.94
320,2020-01,region_64,brand_1,0.0
321,2020-01,region_64,brand_2,0.0
322,2020-01,region_64,brand_3,59365.7
323,2020-01,region_64,brand_12_market,218274.13
324,2020-01,region_64,brand_3_market,441834.99
325,2020-01,region_65,brand_1,0.0
326,2020-01,region_65,brand_2,0.0
327,2020-01,region_65,brand_3,40896.53
328,2020-01,region_65,brand_12_market,231202.65
329,2020-01,region_65,brand_3_market,530938.15
330,2020-01,region_66,brand_1,0.0
331,2020-01,region_66,brand_2,0.0
332,2020-01,region_66,brand_3,25204.26
333,2020-01,region_66,brand_12_market,288920.58
334,2020-01,region_66,brand_3_market,504375.59
335,2020-01,region_67,brand_1,0.0
336,2020-01,region_67,brand_2,0.0
337,2020-01,region_67,brand_3,63186.45
338,2020-01,region_67,brand_12_market,253346.02
339,2020-01,region_67,brand_3_market,507846.64
340,2020-01,region_68,brand_1,0.0
341,2020-01,region_68,brand_2,0.0
342,2020-01,region_68,brand_3,49102.29
343,2020-01,region_68,brand_12_market,315898.89
344,2020-01,region_68,brand_3_market,624294.42
345,2020-01,region_69,brand_1,0.0
346,2020-01,region_69,brand_2,0.0
347,2020-01,region_69,brand_3,36802.89
348,2020-01,region_69,brand_12_market,356310.35
349,2020-01,region_69,brand_3_market,636532.53
350,2020-01,region_70,brand_1,0.0
351,2020-01,region_70,brand_2,0.0
352,2020-01,region_70,brand_3,35601.18
353,2020-01,region_70,brand_12_market,317199.79
354,2020-01,region_70,brand_3_market,540454.12
355,2020-01,region_71,brand_1,0.0
356,2020-01,region_71,brand_2,0.0
357,2020-01,region_71,brand_3,65022.0
358,2020-01,region_71,brand_12_market,450238.95
359,2020-01,region_71,brand_3_market,853174.53
360,2020-01,region_72,brand_1,0.0
361,2020-01,region_72,brand_2,0.0
362,2020-01,region_72,brand_3,29992.26
363,2020-01,region_72,brand_12_market,221439.11
364,2020-01,region_72,brand_3_market,399044.49
365,2020-01,region_73,brand_1,0.0
366,2020-01,region_73,brand_2,0.0
367,2020-01,region_73,brand_3,48828.11
368,2020-01,region_73,brand_12_market,296533.34
369,2020-01,region_73,brand_3_market,578164.73
370,2020-01,region_74,brand_1,0.0
371,2020-01,region_74,brand_2,0.0
372,2020-01,region_74,brand_3,53327.71
373,2020-01,region_74,brand_12_market,257428.52
374,2020-01,region_74,brand_3_market,574008.35
375,2020-01,region_75,brand_1,0.0
376,2020-01,region_75,brand_2,0.0
377,2020-01,region_75,brand_3,37297.63
378,2020-01,region_75,brand_12_market,336095.8
379,2020-01,region_75,brand_3_market,622222.6
380,2020-01,region_76,brand_1,0.0
381,2020-01,region_76,brand_2,0.0
382,2020-01,region_76,brand_3,42989.85
383,2020-01,region_76,brand_12_market,245736.48
384,2020-01,region_76,brand_3_market,461809.41
385,2020-01,region_77,brand_1,0.0
386,2020-01,region_77,brand_2,0.0
387,2020-01,region_77,brand_3,41000.25
388,2020-01,region_77,brand_12_market,238241.85
389,2020-01,region_77,brand_3_market,520498.3
390,2020-01,region_78,brand_1,0.0
391,2020-01,region_78,brand_2,0.0
392,2020-01,region_78,brand_3,79602.45
393,2020-01,region_78,brand_12_market,526544.93
394,2020-01,region_78,brand_3_market,967517.45
395,2020-01,region_79,brand_1,0.0
396,2020-01,region_79,brand_2,0.0
397,2020-01,region_79,brand_3,18239.92
398,2020-01,region_79,brand_12_market,242783.93
399,2020-01,region_79,brand_3_market,381118.4
400,2020-01,region_80,brand_1,0.0
401,2020-01,region_80,brand_2,0.0
402,2020-01,region_80,brand_3,51380.04
403,2020-01,region_80,brand_12_market,325072.48
404,2020-01,region_80,brand_3_market,642855.28
405,2020-01,region_81,brand_1,0.0
406,2020-01,region_81,brand_2,0.0
407,2020-01,region_81,brand_3,14920.06
408,2020-01,region_81,brand_12_market,177928.23
409,2020-01,region_81,brand_3_market,303840.64
410,2020-01,region_82,brand_1,0.0
411,2020-01,region_82,brand_2,0.0
412,2020-01,region_82,brand_3,37683.4
413,2020-01,region_82,brand_12_market,190417.38
414,2020-01,region_82,brand_3_market,410043.08
415,2020-01,region_83,brand_1,0.0
416,2020-01,region_83,brand_2,0.0
417,2020-01,region_83,brand_3,50889.12
418,2020-01,region_83,brand_12_market,307336.42
419,2020-01,region_83,brand_3_market,537707.46
420,2020-01,region_84,brand_1,0.0
421,2020-01,region_84,brand_2,0.0
422,2020-01,region_84,brand_3,42967.8
423,2020-01,region_84,brand_12_market,244376.2
424,2020-01,region_84,brand_3_market,515430.07
425,2020-01,region_85,brand_1,0.0
426,2020-01,region_85,brand_2,0.0
427,2020-01,region_85,brand_3,44317.87
428,2020-01,region_85,brand_12_market,240721.68
429,2020-01,region_85,brand_3_market,487636.13
430,2020-01,region_86,brand_1,0.0
431,2020-01,region_86,brand_2,0.0
432,2020-01,region_86,brand_3,73739.33
433,2020-01,region_86,brand_12_market,453868.11
434,2020-01,region_86,brand_3_market,818990.43
435,2020-01,region_87,brand_1,0.0
436,2020-01,region_87,brand_2,0.0
437,2020-01,region_87,brand_3,44458.48
438,2020-01,region_87,brand_12_market,300943.04
439,2020-01,region_87,brand_3_market,518617.25
440,2020-01,region_88,brand_1,0.0
441,2020-01,region_88,brand_2,0.0
442,2020-01,region_88,brand_3,50420.94
443,2020-01,region_88,brand_12_market,365413.15
444,2020-01,region_88,brand_3_market,748806.68
445,2020-01,region_89,brand_1,0.0
446,2020-01,region_89,brand_2,0.0
447,2020-01,region_89,brand_3,45765.81
448,2020-01,region_89,brand_12_market,284724.67
449,2020-01,region_89,brand_3_market,495576.69
450,2020-01,region_90,brand_1,0.0
451,2020-01,region_90,brand_2,0.0
452,2020-01,region_90,brand_3,58530.78
453,2020-01,region_90,brand_12_market,390448.73
454,2020-01,region_90,brand_3_market,727018.76
455,2020-01,region_91,brand_1,0.0
456,2020-01,region_91,brand_2,0.0
457,2020-01,region_91,brand_3,36153.55
458,2020-01,region_91,brand_12_market,275391.98
459,2020-01,region_91,brand_3_market,586629.43
460,2020-01,region_92,brand_1,0.0
461,2020-01,region_92,brand_2,0.0
462,2020-01,region_92,brand_3,31879.67
463,2020-01,region_92,brand_12_market,372152.08
464,2020-01,region_92,brand_3_market,726559.58
465,2020-01,region_93,brand_1,0.0
466,2020-01,region_93,brand_2,0.0
467,2020-01,region_93,brand_3,27750.55
468,2020-01,region_93,brand_12_market,191362.21
469,2020-01,region_93,brand_3_market,349687.99
470,2020-01,region_94,brand_1,0.0
471,2020-01,region_94,brand_2,0.0
472,2020-01,region_94,brand_3,124455.01
473,2020-01,region_94,brand_12_market,437505.21
474,2020-01,region_94,brand_3_market,864315.78
475,2020-01,region_95,brand_1,0.0
476,2020-01,region_95,brand_2,0.0
477,2020-01,region_95,brand_3,35911.85
478,2020-01,region_95,brand_12_market,261511.08
479,2020-01,region_95,brand_3_market,543289.61
480,2020-01,region_96,brand_1,0.0
481,2020-01,region_96,brand_2,0.0
482,2020-01,region_96,brand_3,35919.75
483,2020-01,region_96,brand_12_market,274870.74
484,2020-01,region_96,brand_3_market,478126.87
485,2020-01,region_97,brand_1,0.0
486,2020-01,region_97,brand_2,0.0
487,2020-01,region_97,brand_3,65292.02
488,2020-01,region_97,brand_12_market,246053.34
489,2020-01,region_97,brand_3_market,506679.9
490,2020-01,region_98,brand_1,0.0
491,2020-01,region_98,brand_2,0.0
492,2020-01,region_98,brand_3,34011.56
493,2020-01,region_98,brand_12_market,262168.13
494,2020-01,region_98,brand_3_market,499107.16
495,2020-01,region_99,brand_1,0.0
496,2020-01,region_99,brand_2,0.0
497,2020-01,region_99,brand_3,22329.21
498,2020-01,region_99,brand_12_market,285312.66
499,2020-01,region_99,brand_3_market,509749.94
500,2020-01,region_100,brand_1,0.0
501,2020-01,region_100,brand_2,0.0
502,2020-01,region_100,brand_3,51792.41
503,2020-01,region_100,brand_12_market,279250.64
504,2020-01,region_100,brand_3_market,519959.83
505,2020-01,region_101,brand_1,0.0
506,2020-01,region_101,brand_2,0.0
507,2020-01,region_101,brand_3,14775.15
508,2020-01,region_101,brand_12_market,195541.09
509,2020-01,region_101,brand_3_market,335453.92
510,2020-01,region_102,brand_1,0.0
511,2020-01,region_102,brand_2,0.0
512,2020-01,region_102,brand_3,73098.23
513,2020-01,region_102,brand_12_market,592490.01
514,2020-01,region_102,brand_3_market,1180259.29
515,2020-01,region_103,brand_1,0.0
516,2020-01,region_103,brand_2,0.0
517,2020-01,region_103,brand_3,50217.12
518,2020-01,region_103,brand_12_market,311175.25
519,2020-01,region_103,brand_3_market,635859.82
520,2020-01,region_104,brand_1,0.0
521,2020-01,region_104,brand_2,0.0
522,2020-01,region_104,brand_3,78942.2
523,2020-01,region_104,brand_12_market,331637.32
524,2020-01,region_104,brand_3_market,748726.78
525,2020-01,region_105,brand_1,0.0
526,2020-01,region_105,brand_2,0.0
527,2020-01,region_105,brand_3,47526.22
528,2020-01,region_105,brand_12_market,302249.13
529,2020-01,region_105,brand_3_market,628283.58
530,2020-01,region_106,brand_1,0.0
531,2020-01,region_106,brand_2,0.0
532,2020-01,region_106,brand_3,50940.33
533,2020-01,region_106,brand_12_market,462492.29
534,2020-01,region_106,brand_3_market,770269.37
535,2020-01,region_107,brand_1,0.0
536,2020-01,region_107,brand_2,0.0
537,2020-01,region_107,brand_3,31712.78
538,2020-01,region_107,brand_12_market,318774.32
539,2020-01,region_107,brand_3_market,549809.24
540,2020-01,region_108,brand_1,0.0
541,2020-01,region_108,brand_2,0.0
542,2020-01,region_108,brand_3,38900.16
543,2020-01,region_108,brand_12_market,429932.08
544,2020-01,region_108,brand_3_market,744264.26
545,2020-01,region_109,brand_1,0.0
546,2020-01,region_109,brand_2,0.0
547,2020-01,region_109,brand_3,82854.4
548,2020-01,region_109,brand_12_market,422388.39
549,2020-01,region_109,brand_3_market,871609.03
550,2020-01,region_110,brand_1,0.0
551,2020-01,region_110,brand_2,0.0
552,2020-01,region_110,brand_3,53179.4
553,2020-01,region_110,brand_12_market,149121.5
554,2020-01,region_110,brand_3_market,333310.81
555,2020-01,region_111,brand_1,0.0
556,2020-01,region_111,brand_2,0.0
557,2020-01,region_111,brand_3,56880.63
558,2020-01,region_111,brand_12_market,285686.41
559,2020-01,region_111,brand_3_market,491326.91
560,2020-01,region_112,brand_1,0.0
561,2020-01,region_112,brand_2,0.0
562,2020-01,region_112,brand_3,20829.38
563,2020-01,region_112,brand_12_market,173974.69
564,2020-01,region_112,brand_3_market,318075.87
565,2020-01,region_113,brand_1,0.0
566,2020-01,region_113,brand_2,0.0
567,2020-01,region_113,brand_3,31890.6
568,2020-01,region_113,brand_12_market,254033.31
569,2020-01,region_113,brand_3_market,455892.08
570,2020-01,region_114,brand_1,0.0
571,2020-01,region_114,brand_2,0.0
572,2020-01,region_114,brand_3,35233.94
573,2020-01,region_114,brand_12_market,265500.21
574,2020-01,region_114,brand_3_market,571050.24
575,2020-01,region_115,brand_1,0.0
576,2020-01,region_115,brand_2,0.0
577,2020-01,region_115,brand_3,88512.9
578,2020-01,region_115,brand_12_market,410587.34
579,2020-01,region_115,brand_3_market,869996.76
580,2020-01,region_116,brand_1,0.0
581,2020-01,region_116,brand_2,0.0
582,2020-01,region_116,brand_3,32736.88
583,2020-01,region_116,brand_12_market,280071.15
584,2020-01,region_116,brand_3_market,573565.22
585,2020-01,region_117,brand_1,0.0
586,2020-01,region_117,brand_2,0.0
587,2020-01,region_117,brand_3,53806.45
588,2020-01,region_117,brand_12_market,344445.81
589,2020-01,region_117,brand_3_market,645711.63
590,2020-01,region_118,brand_1,0.0
591,2020-01,region_118,brand_2,0.0
592,2020-01,region_118,brand_3,29417.54
593,2020-01,region_118,brand_12_market,170904.58
594,2020-01,region_118,brand_3_market,354659.77
595,2020-01,region_119,brand_1,0.0
596,2020-01,region_119,brand_2,0.0
597,2020-01,region_119,brand_3,13760.76
598,2020-01,region_119,brand_12_market,226369.17
599,2020-01,region_119,brand_3_market,381487.83
600,2020-01,region_120,brand_1,0.0
601,2020-01,region_120,brand_2,0.0
602,2020-01,region_120,brand_3,42639.12
603,2020-01,region_120,brand_12_market,193840.82
604,2020-01,region_120,brand_3_market,369291.21
605,2020-01,region_121,brand_1,0.0
606,2020-01,region_121,brand_2,0.0
607,2020-01,region_121,brand_3,54087.84
608,2020-01,region_121,brand_12_market,397052.42
609,2020-01,region_121,brand_3_market,738167.21
610,2020-01,region_122,brand_1,0.0
611,2020-01,region_122,brand_2,0.0
612,2020-01,region_122,brand_3,61728.39
613,2020-01,region_122,brand_12_market,260675.2
614,2020-01,region_122,brand_3_market,633333.18
615,2020-01,region_123,brand_1,0.0
616,2020-01,region_123,brand_2,0.0
617,2020-01,region_123,brand_3,45406.21
618,2020-01,region_123,brand_12_market,344963.92
619,2020-01,region_123,brand_3_market,658821.56
620,2020-01,region_124,brand_1,0.0
621,2020-01,region_124,brand_2,0.0
622,2020-01,region_124,brand_3,56191.91
623,2020-01,region_124,brand_12_market,300768.83
624,2020-01,region_124,brand_3_market,636756.55
625,2020-01,region_125,brand_1,0.0
626,2020-01,region_125,brand_2,0.0
627,2020-01,region_125,brand_3,27027.5
628,2020-01,region_125,brand_12_market,270822.98
629,2020-01,region_125,brand_3_market,473118.15
630,2020-01,region_126,brand_1,0.0
631,2020-01,region_126,brand_2,0.0
632,2020-01,region_126,brand_3,46619.0
633,2020-01,region_126,brand_12_market,282367.15
634,2020-01,region_126,brand_3_market,500311.7
635,2020-01,region_127,brand_1,0.0
636,2020-01,region_127,brand_2,0.0
637,2020-01,region_127,brand_3,67272.96
638,2020-01,region_127,brand_12_market,380603.69
639,2020-01,region_127,brand_3_market,692406.42
640,2020-01,region_128,brand_1,0.0
641,2020-01,region_128,brand_2,0.0
642,2020-01,region_128,brand_3,46486.86
643,2020-01,region_128,brand_12_market,276613.59
644,2020-01,region_128,brand_3_market,546614.07
645,2020-01,region_129,brand_1,0.0
646,2020-01,region_129,brand_2,0.0
647,2020-01,region_129,brand_3,42089.88
648,2020-01,region_129,brand_12_market,250149.93
649,2020-01,region_129,brand_3_market,508793.85
650,2020-01,region_130,brand_1,0.0
651,2020-01,region_130,brand_2,0.0
652,2020-01,region_130,brand_3,38191.78
