,month,region,brand,sales
90,2020-11,region_4,brand_12_market,267025.85
91,2020-12,region_4,brand_12_market,303638.43
92,2021-01,region_4,brand_12_market,263874.59
93,2021-02,region_4,brand_12_market,251440.06
94,2021-03,region_4,brand_12_market,308587.73
95,2021-04,region_4,brand_12_market,313723.81
96,2021-05,region_4,brand_12_market,278389.23
97,2021-06,region_4,brand_12_market,279358.77
98,2021-07,region_4,brand_12_market,327354.89
99,2021-08,region_4,brand_12_market,273605.91
100,2020-01,region_5,brand_12_market,191306.52
101,2020-02,region_5,brand_12_market,172144.93
102,2020-03,region_5,brand_12_market,183526.54
103,2020-04,region_5,brand_12_market,194908.15
104,2020-05,region_5,brand_12_market,173621.95
105,2020-06,region_5,brand_12_market,174452.86
106,2020-07,region_5,brand_12_market,196731.21
107,2020-08,region_5,brand_12_market,149397.77
108,2020-09,region_5,brand_12_market,172530.4
109,2020-10,region_5,brand_12_market,204477.14
110,2020-11,region_5,brand_12_market,171776.5
111,2020-12,region_5,brand_12_market,206547.63
112,2021-01,region_5,brand_12_market,182822.53
113,2021-02,region_5,brand_12_market,181479.13
114,2021-03,region_5,brand_12_market,212133.22
115,2021-04,region_5,brand_12_market,214224.88
116,2021-05,region_5,brand_12_market,186138.17
117,2021-06,region_5,brand_12_market,200730.1
118,2021-07,region_5,brand_12_market,222273.36
119,2021-08,region_5,brand_12_market,181689.62
120,2020-01,region_6,brand_12_market,140072.67
121,2020-02,region_6,brand_12_market,126636.07
122,2020-03,region_6,brand_12_market,131495.345
123,2020-04,region_6,brand_12_market,136354.62
124,2020-05,region_6,brand_12_market,123840.55
125,2020-06,region_6,brand_12_market,114204.48
126,2020-07,region_6,brand_12_market,127328.35
127,2020-08,region_6,brand_12_market,108682.52
128,2020-09,region_6,brand_12_market,117681.19
129,2020-10,region_6,brand_12_market,142419.91
130,2020-11,region_6,brand_12_market,143115.45
131,2020-12,region_6,brand_12_market,127016.59
132,2021-01,region_6,brand_12_market,134715.07
133,2021-02,region_6,brand_12_market,126102.02
134,2021-03,region_6,brand_12_market,138026.8
135,2021-04,region_6,brand_12_market,167337.91
136,2021-05,region_6,brand_12_market,133064.66
137,2021-06,region_6,brand_12_market,131459.65
138,2021-07,region_6,brand_12_market,144010.95
139,2021-08,region_6,brand_12_market,132205.24
140,2020-01,region_7,brand_12_market,447757.84
141,2020-02,region_7,brand_12_market,444881.3
142,2020-03,region_7,brand_12_market,451889.915
143,2020-04,region_7,brand_12_market,458898.53
144,2020-05,region_7,brand_12_market,448525.41
145,2020-06,region_7,brand_12_market,469491.18
146,2020-07,region_7,brand_12_market,453955.49
147,2020-08,region_7,brand_12_market,425569.15
148,2020-09,region_7,brand_12_market,430860.28
149,2020-10,region_7,brand_12_market,464488.5
150,2020-11,region_7,brand_12_market,460346.52
151,2020-12,region_7,brand_12_market,445941.15
152,2021-01,region_7,brand_12_market,427411.81
153,2021-02,region_7,brand_12_market,433968.77
154,2021-03,region_7,brand_12_market,489428.64
155,2021-04,region_7,brand_12_market,487031.43
156,2021-05,region_7,brand_12_market,462760.18
157,2021-06,region_7,brand_12_market,487333.67
158,2021-07,region_7,brand_12_market,464123.24
159,2021-08,region_7,brand_12_market,456181.17
160,2020-01,region_8,brand_12_market,233835.41
161,2020-02,region_8,brand_12_market,221489.99
162,2020-03,region_8,brand_12_market,227656.68
163,2020-04,region_8,brand_12_market,233823.37
164,2020-05,region_8,brand_12_market,194481.56
165,2020-06,region_8,brand_12_market,224272.56
166,2020-07,region_8,brand_12_market,218264.57
167,2020-08,region_8,brand_12_market,214321.26
168,2020-09,region_8,brand_12_market,217077.67
169,2020-10,region_8,brand_12_market,264291.86
170,2020-11,region_8,brand_12_market,225220.83
171,2020-12,region_8,brand_12_market,225482.04
172,2021-01,region_8,brand_12_market,249821.14
173,2021-02,region_8,brand_12_market,230277.46
174,2021-03,region_8,brand_12_market,259614.74
175,2021-04,region_8,brand_12_market,269114.22
176,2021-05,region_8,brand_12_market,240485.62
177,2021-06,region_8,brand_12_market,231180.7
178,2021-07,region_8,brand_12_market,231139.48
179,2021-08,region_8,brand_12_market,229328.68
180,2020-01,region_9,brand_12_market,202923.31
181,2020-02,region_9,brand_12_market,179369.8
182,2020-03,region_9,brand_12_market,194827.755
183,2020-04,region_9,brand_12_market,210285.71
184,2020-05,region_9,brand_12_market,182404.14
185,2020-06,region_9,brand_12_market,165273.82
186,2020-07,region_9,brand_12_market,196170.12
187,2020-08,region_9,brand_12_market,168656.97
188,2020-09,region_9,brand_12_market,184478.43
189,2020-10,region_9,brand_12_market,226443.77
190,2020-11,region_9,brand_12_market,225693.42
191,2020-12,region_9,brand_12_market,191274.64
192,2021-01,region_9,brand_12_market,223837.16
193,2021-02,region_9,brand_12_market,205244.25
194,2021-03,region_9,brand_12_market,219864.48
195,2021-04,region_9,brand_12_market,239286.53
196,2021-05,region_9,brand_12_market,214955.52
197,2021-06,region_9,brand_12_market,220491.72
198,2021-07,region_9,brand_12_market,221235.41
199,2021-08,region_9,brand_12_market,208727.15
200,2020-01,region_10,brand_12_market,269164.92
201,2020-02,region_10,brand_12_market,254111.25
202,2020-03,region_10,brand_12_market,263195.23
203,2020-04,region_10,brand_12_market,272279.21
204,2020-05,region_10,brand_12_market,246961.61
205,2020-06,region_10,brand_12_market,240491.02
206,2020-07,region_10,brand_12_market,277180.3
207,2020-08,region_10,brand_12_market,207809.77
208,2020-09,region_10,brand_12_market,246187.77
209,2020-10,region_10,brand_12_market,278678.65
210,2020-11,region_10,brand_12_market,262623.68
211,2020-12,region_10,brand_12_market,278085.48
212,2021-01,region_10,brand_12_market,253176.68
213,2021-02,region_10,brand_12_market,253448.33
214,2021-03,region_10,brand_12_market,292068.64
215,2021-04,region_10,brand_12_market,309042.96
216,2021-05,region_10,brand_12_market,265958.75
217,2021-06,region_10,brand_12_market,279448.68
218,2021-07,region_10,brand_12_market,314448.45
219,2021-08,region_10,brand_12_market,249622.0
220,2020-01,region_11,brand_12_market,224599.11
221,2020-02,region_11,brand_12_market,213306.11
222,2020-03,region_11,brand_12_market,221804.55
223,2020-04,region_11,brand_12_market,230302.99
224,2020-05,region_11,brand_12_market,199466.92
225,2020-06,region_11,brand_12_market,203984.94
226,2020-07,region_11,brand_12_market,231040.51
227,2020-08,region_11,brand_12_market,193601.56
228,2020-09,region_11,brand_12_market,202781.72
229,2020-10,region_11,brand_12_market,238325.65
230,2020-11,region_11,brand_12_market,232732.67
231,2020-12,region_11,brand_12_market,234432.7
232,2021-01,region_11,brand_12_market,220407.26
233,2021-02,region_11,brand_12_market,216414.62
234,2021-03,region_11,brand_12_market,244732.2
235,2021-04,region_11,brand_12_market,260984.22
236,2021-05,region_11,brand_12_market,235994.18
237,2021-06,region_11,brand_12_market,229605.39
238,2021-07,region_11,brand_12_market,277616.78
239,2021-08,region_11,brand_12_market,197549.31
240,2020-01,region_12,brand_12_market,247825.05
241,2020-02,region_12,brand_12_market,220879.28
242,2020-03,region_12,brand_12_market,231373.17
243,2020-04,region_12,brand_12_market,241867.06
244,2020-05,region_12,brand_12_market,225342.83
245,2020-06,region_12,brand_12_market,212155.11
246,2020-07,region_12,brand_12_market,267578.04
247,2020-08,region_12,brand_12_market,206194.3
248,2020-09,region_12,brand_12_market,222943.67
249,2020-10,region_12,brand_12_market,278428.29
250,2020-11,region_12,brand_12_market,238674.97
251,2020-12,region_12,brand_12_market,262928.69
252,2021-01,region_12,brand_12_market,234679.79
253,2021-02,region_12,brand_12_market,230797.31
254,2021-03,region_12,brand_12_market,275190.29
255,2021-04,region_12,brand_12_market,278436.74
256,2021-05,region_12,brand_12_market,243019.81
257,2021-06,region_12,brand_12_market,264899.35
258,2021-07,region_12,brand_12_market,274923.51
259,2021-08,region_12,brand_12_market,228446.71
260,2020-01,region_13,brand_12_market,395261.06
261,2020-02,region_13,brand_12_market,359808.01
262,2020-03,region_13,brand_12_market,370865.36
263,2020-04,region_13,brand_12_market,381922.71
264,2020-05,region_13,brand_12_market,365489.96
265,2020-06,region_13,brand_12_market,342267.61
266,2020-07,region_13,brand_12_market,429007.26
267,2020-08,region_13,brand_12_market,313861.55
268,2020-09,region_13,brand_12_market,374553.04
269,2020-10,region_13,brand_12_market,425308.8
270,2020-11,region_13,brand_12_market,401012.86
271,2020-12,region_13,brand_12_market,444077.87
272,2021-01,region_13,brand_12_market,370964.29
273,2021-02,region_13,brand_12_market,358839.86
274,2021-03,region_13,brand_12_market,439469.31
275,2021-04,region_13,brand_12_market,433090.84
276,2021-05,region_13,brand_12_market,379569.53
277,2021-06,region_13,brand_12_market,425147.62
278,2021-07,region_13,brand_12_market,469732.83
279,2021-08,region_13,brand_12_market,350461.04
280,2020-01,region_14,brand_12_market,308436.43
281,2020-02,region_14,brand_12_market,278961.49
282,2020-03,region_14,brand_12_market,291721.355
283,2020-04,region_14,brand_12_market,304481.22
284,2020-05,region_14,brand_12_market,279449.42
285,2020-06,region_14,brand_12_market,277307.55
286,2020-07,region_14,brand_12_market,281132.54
287,2020-08,region_14,brand_12_market,271058.09
288,2020-09,region_14,brand_12_market,276478.53
289,2020-10,region_14,brand_12_market,308908.26
290,2020-11,region_14,brand_12_market,300144.91
291,2020-12,region_14,brand_12_market,294765.7
292,2021-01,region_14,brand_12_market,286031.06
293,2021-02,region_14,brand_12_market,287344.1
294,2021-03,region_14,brand_12_market,332327.85
295,2021-04,region_14,brand_12_market,362219.3
296,2021-05,region_14,brand_12_market,318148.17
297,2021-06,region_14,brand_12_market,308940.72
298,2021-07,region_14,brand_12_market,331005.18
299,2021-08,region_14,brand_12_market,283027.29
300,2020-01,region_15,brand_12_market,304489.16
301,2020-02,region_15,brand_12_market,288406.82
302,2020-03,region_15,brand_12_market,291202.13
303,2020-04,region_15,brand_12_market,293997.44
304,2020-05,region_15,brand_12_market,276149.83
305,2020-06,region_15,brand_12_market,300893.18
306,2020-07,region_15,brand_12_market,297920.05
307,2020-08,region_15,brand_12_market,307212.09
308,2020-09,region_15,brand_12_market,305760.13
309,2020-10,region_15,brand_12_market,304475.36
310,2020-11,region_15,brand_12_market,313626.63
311,2020-12,region_15,brand_12_market,322939.18
312,2021-01,region_15,brand_12_market,289768.26
313,2021-02,region_15,brand_12_market,285777.94
314,2021-03,region_15,brand_12_market,342249.46
315,2021-04,region_15,brand_12_market,310391.32
316,2021-05,region_15,brand_12_market,307585.48
317,2021-06,region_15,brand_12_market,324652.4
318,2021-07,region_15,brand_12_market,300280.55
319,2021-08,region_15,brand_12_market,352933.75
320,2020-01,region_16,brand_12_market,353032.09
321,2020-02,region_16,brand_12_market,340382.14
322,2020-03,region_16,brand_12_market,330532.92000000004
323,2020-04,region_16,brand_12_market,320683.7
324,2020-05,region_16,brand_12_market,303058.23
325,2020-06,region_16,brand_12_market,316917.95
326,2020-07,region_16,brand_12_market,312228.19
327,2020-08,region_16,brand_12_market,318935.0
328,2020-09,region_16,brand_12_market,342975.91
329,2020-10,region_16,brand_12_market,341928.53
330,2020-11,region_16,brand_12_market,361186.97
331,2020-12,region_16,brand_12_market,363350.76
332,2021-01,region_16,brand_12_market,310291.19
333,2021-02,region_16,brand_12_market,317774.15
334,2021-03,region_16,brand_12_market,376189.1
335,2021-04,region_16,brand_12_market,366253.1
336,2021-05,region_16,brand_12_market,349580.89
337,2021-06,region_16,brand_12_market,358257.63
338,2021-07,region_16,brand_12_market,368991.36
339,2021-08,region_16,brand_12_market,358812.3
340,2020-01,region_17,brand_12_market,354300.53
341,2020-02,region_17,brand_12_market,327709.98
342,2020-03,region_17,brand_12_market,341946.395
343,2020-04,region_17,brand_12_market,356182.81
344,2020-05,region_17,brand_12_market,325255.18
345,2020-06,region_17,brand_12_market,297528.37
346,2020-07,region_17,brand_12_market,365081.73
347,2020-08,region_17,brand_12_market,288729.27
348,2020-09,region_17,brand_12_market,315524.03
349,2020-10,region_17,brand_12_market,378284.93
350,2020-11,region_17,brand_12_market,345260.45
351,2020-12,region_17,brand_12_market,391591.37
352,2021-01,region_17,brand_12_market,323902.64
353,2021-02,region_17,brand_12_market,323346.22
354,2021-03,region_17,brand_12_market,395697.99
355,2021-04,region_17,brand_12_market,406776.42
356,2021-05,region_17,brand_12_market,346830.2
357,2021-06,region_17,brand_12_market,375519.69
358,2021-07,region_17,brand_12_market,410600.02
359,2021-08,region_17,brand_12_market,332254.34
360,2020-01,region_18,brand_12_market,253602.24
361,2020-02,region_18,brand_12_market,225822.9
362,2020-03,region_18,brand_12_market,243176.67
363,2020-04,region_18,brand_12_market,260530.44
364,2020-05,region_18,brand_12_market,241356.12
365,2020-06,region_18,brand_12_market,218659.99
366,2020-07,region_18,brand_12_market,288819.79
367,2020-08,region_18,brand_12_market,199142.55
368,2020-09,region_18,brand_12_market,240280.1
369,2020-10,region_18,brand_12_market,299130.58
370,2020-11,region_18,brand_12_market,257739.88
371,2020-12,region_18,brand_12_market,284785.27
372,2021-01,region_18,brand_12_market,242044.83
373,2021-02,region_18,brand_12_market,243478.55
374,2021-03,region_18,brand_12_market,297665.99
375,2021-04,region_18,brand_12_market,295878.83
376,2021-05,region_18,brand_12_market,263139.58
377,2021-06,region_18,brand_12_market,265261.81
378,2021-07,region_18,brand_12_market,347077.13
379,2021-08,region_18,brand_12_market,247113.47
380,2020-01,region_19,brand_12_market,621882.8
381,2020-02,region_19,brand_12_market,594257.38
382,2020-03,region_19,brand_12_market,605543.655
383,2020-04,region_19,brand_12_market,616829.93
384,2020-05,region_19,brand_12_market,531914.42
385,2020-06,region_19,brand_12_market,567601.66
386,2020-07,region_19,brand_12_market,580401.41
387,2020-08,region_19,brand_12_market,519338.02
388,2020-09,region_19,brand_12_market,567325.78
389,2020-10,region_19,brand_12_market,655406.71
390,2020-11,region_19,brand_12_market,645087.95
391,2020-12,region_19,brand_12_market,596425.8
392,2021-01,region_19,brand_12_market,623648.7
393,2021-02,region_19,brand_12_market,599360.62
394,2021-03,region_19,brand_12_market,689591.82
395,2021-04,region_19,brand_12_market,696260.93
396,2021-05,region_19,brand_12_market,631665.16
397,2021-06,region_19,brand_12_market,644426.24
398,2021-07,region_19,brand_12_market,630430.79
399,2021-08,region_19,brand_12_market,609860.47
400,2020-01,region_20,brand_12_market,299265.31
401,2020-02,region_20,brand_12_market,276678.67
402,2020-03,region_20,brand_12_market,277991.26
403,2020-04,region_20,brand_12_market,279303.85
404,2020-05,region_20,brand_12_market,261289.25
405,2020-06,region_20,brand_12_market,274194.17
406,2020-07,region_20,brand_12_market,254380.79
407,2020-08,region_20,brand_12_market,265972.83
408,2020-09,region_20,brand_12_market,260687.55
409,2020-10,region_20,brand_12_market,279858.14
410,2020-11,region_20,brand_12_market,287176.12
411,2020-12,region_20,brand_12_market,303619.93
412,2021-01,region_20,brand_12_market,265763.99
413,2021-02,region_20,brand_12_market,261567.99
414,2021-03,region_20,brand_12_market,302940.98
415,2021-04,region_20,brand_12_market,309847.82
416,2021-05,region_20,brand_12_market,273253.84
417,2021-06,region_20,brand_12_market,331338.99
418,2021-07,region_20,brand_12_market,326488.53
419,2021-08,region_20,brand_12_market,321402.51
420,2020-01,region_21,brand_12_market,300205.02
421,2020-02,region_21,brand_12_market,268957.57
422,2020-03,region_21,brand_12_market,290548.83
423,2020-04,region_21,brand_12_market,312140.09
424,2020-05,region_21,brand_12_market,273943.29
425,2020-06,region_21,brand_12_market,282018.59
426,2020-07,region_21,brand_12_market,287114.79
427,2020-08,region_21,brand_12_market,280138.81
428,2020-09,region_21,brand_12_market,280035.7
429,2020-10,region_21,brand_12_market,306382.44
430,2020-11,region_21,brand_12_market,317237.71
431,2020-12,region_21,brand_12_market,308396.25
432,2021-01,region_21,brand_12_market,287674.01
433,2021-02,region_21,brand_12_market,310432.53
434,2021-03,region_21,brand_12_market,352401.64
435,2021-04,region_21,brand_12_market,385096.81
436,2021-05,region_21,brand_12_market,339448.38
437,2021-06,region_21,brand_12_market,341838.2
438,2021-07,region_21,brand_12_market,346462.54
439,2021-08,region_21,brand_12_market,313232.22
440,2020-01,region_22,brand_12_market,319363.41
441,2020-02,region_22,brand_12_market,285819.59
442,2020-03,region_22,brand_12_market,291031.51
443,2020-04,region_22,brand_12_market,296243.43
444,2020-05,region_22,brand_12_market,278282.62
445,2020-06,region_22,brand_12_market,272855.26
446,2020-07,region_22,brand_12_market,291943.55
447,2020-08,region_22,brand_12_market,289608.69
448,2020-09,region_22,brand_12_market,293727.15
449,2020-10,region_22,brand_12_market,324253.23
450,2020-11,region_22,brand_12_market,326262.92
451,2020-12,region_22,brand_12_market,333463.43
452,2021-01,region_22,brand_12_market,305854.75
453,2021-02,region_22,brand_12_market,296900.76
454,2021-03,region_22,brand_12_market,359308.74
455,2021-04,region_22,brand_12_market,354522.32
456,2021-05,region_22,brand_12_market,318627.2
457,2021-06,region_22,brand_12_market,335571.37
458,2021-07,region_22,brand_12_market,333394.85
459,2021-08,region_22,brand_12_market,311874.02
460,2020-01,region_23,brand_12_market,452315.7
461,2020-02,region_23,brand_12_market,420169.49
462,2020-03,region_23,brand_12_market,430283.45
463,2020-04,region_23,brand_12_market,440397.41
464,2020-05,region_23,brand_12_market,424063.81
465,2020-06,region_23,brand_12_market,451947.2
466,2020-07,region_23,brand_12_market,476524.07
467,2020-08,region_23,brand_12_market,363038.94
468,2020-09,region_23,brand_12_market,468156.73
469,2020-10,region_23,brand_12_market,448279.84
470,2020-11,region_23,brand_12_market,489672.33
471,2020-12,region_23,brand_12_market,492028.27
472,2021-01,region_23,brand_12_market,429342.27
473,2021-02,region_23,brand_12_market,423856.52
474,2021-03,region_23,brand_12_market,525532.01
475,2021-04,region_23,brand_12_market,509785.88
476,2021-05,region_23,brand_12_market,454402.83
477,2021-06,region_23,brand_12_market,509115.76
478,2021-07,region_23,brand_12_market,557967.24
479,2021-08,region_23,brand_12_market,398524.88
480,2020-01,region_24,brand_12_market,424447.1
481,2020-02,region_24,brand_12_market,400954.04
482,2020-03,region_24,brand_12_market,403603.22
483,2020-04,region_24,brand_12_market,406252.4
484,2020-05,region_24,brand_12_market,386856.87
485,2020-06,region_24,brand_12_market,414129.7
486,2020-07,region_24,brand_12_market,437493.59
487,2020-08,region_24,brand_12_market,362011.2
488,2020-09,region_24,brand_12_market,440203.62
489,2020-10,region_24,brand_12_market,433654.87
490,2020-11,region_24,brand_12_market,444046.15
491,2020-12,region_24,brand_12_market,466316.79
492,2021-01,region_24,brand_12_market,392555.09
493,2021-02,region_24,brand_12_market,408750.05
494,2021-03,region_24,brand_12_market,495188.73
495,2021-04,region_24,brand_12_market,474802.8
496,2021-05,region_24,brand_12_market,448373.11
497,2021-06,region_24,brand_12_market,494161.79
498,2021-07,region_24,brand_12_market,515200.7
499,2021-08,region_24,brand_12_market,414687.52
500,2020-01,region_25,brand_12_market,279586.65
501,2020-02,region_25,brand_12_market,260433.4
502,2020-03,region_25,brand_12_market,260038.955
503,2020-04,region_25,brand_12_market,259644.51
504,2020-05,region_25,brand_12_market,245331.51
505,2020-06,region_25,brand_12_market,259942.41
506,2020-07,region_25,brand_12_market,280137.45
507,2020-08,region_25,brand_12_market,239000.02
508,2020-09,region_25,brand_12_market,287595.53
509,2020-10,region_25,brand_12_market,283908.86
510,2020-11,region_25,brand_12_market,304841.61
511,2020-12,region_25,brand_12_market,313144.68
512,2021-01,region_25,brand_12_market,251720.49
513,2021-02,region_25,brand_12_market,272891.72
514,2021-03,region_25,brand_12_market,307305.74
515,2021-04,region_25,brand_12_market,316144.3
516,2021-05,region_25,brand_12_market,275136.43
517,2021-06,region_25,brand_12_market,309022.88
518,2021-07,region_25,brand_12_market,334349.02
519,2021-08,region_25,brand_12_market,254779.32
520,2020-01,region_26,brand_12_market,215068.91
521,2020-02,region_26,brand_12_market,200788.77
522,2020-03,region_26,brand_12_market,201639.68
523,2020-04,region_26,brand_12_market,202490.59
524,2020-05,region_26,brand_12_market,188984.02
525,2020-06,region_26,brand_12_market,185156.23
526,2020-07,region_26,brand_12_market,221940.29
527,2020-08,region_26,brand_12_market,168741.54
528,2020-09,region_26,brand_12_market,184634.89
529,2020-10,region_26,brand_12_market,222137.66
530,2020-11,region_26,brand_12_market,221400.62
531,2020-12,region_26,brand_12_market,233145.23
532,2021-01,region_26,brand_12_market,194693.19
533,2021-02,region_26,brand_12_market,200122.12
534,2021-03,region_26,brand_12_market,251644.72
535,2021-04,region_26,brand_12_market,241926.84
536,2021-05,region_26,brand_12_market,220044.05
537,2021-06,region_26,brand_12_market,216482.71
538,2021-07,region_26,brand_12_market,257031.25
539,2021-08,region_26,brand_12_market,197978.7
540,2020-01,region_27,brand_12_market,270294.47
541,2020-02,region_27,brand_12_market,254829.84
542,2020-03,region_27,brand_12_market,255737.88
543,2020-04,region_27,brand_12_market,256645.92
544,2020-05,region_27,brand_12_market,248642.17
545,2020-06,region_27,brand_12_market,274010.96
546,2020-07,region_27,brand_12_market,257210.19
547,2020-08,region_27,brand_12_market,239084.75
548,2020-09,region_27,brand_12_market,273068.2
549,2020-10,region_27,brand_12_market,275989.01
550,2020-11,region_27,brand_12_market,299031.77
551,2020-12,region_27,brand_12_market,291288.7
552,2021-01,region_27,brand_12_market,277912.16
553,2021-02,region_27,brand_12_market,268176.42
554,2021-03,region_27,brand_12_market,305423.2
555,2021-04,region_27,brand_12_market,320596.9
556,2021-05,region_27,brand_12_market,286443.57
557,2021-06,region_27,brand_12_market,313824.56
558,2021-07,region_27,brand_12_market,294973.44
559,2021-08,region_27,brand_12_market,258620.86
560,2020-01,region_28,brand_12_market,220506.1
561,2020-02,region_28,brand_12_market,201574.73
562,2020-03,region_28,brand_12_market,204223.895
563,2020-04,region_28,brand_12_market,206873.06
564,2020-05,region_28,brand_12_market,195362.99
565,2020-06,region_28,brand_12_market,205891.83
566,2020-07,region_28,brand_12_market,219445.34
567,2020-08,region_28,brand_12_market,186482.08
568,2020-09,region_28,brand_12_market,221774.33
569,2020-10,region_28,brand_12_market,218277.2
570,2020-11,region_28,brand_12_market,215541.52
571,2020-12,region_28,brand_12_market,226021.53
572,2021-01,region_28,brand_12_market,211158.49
573,2021-02,region_28,brand_12_market,204784.01
574,2021-03,region_28,brand_12_market,236834.52
575,2021-04,region_28,brand_12_market,237579.35
576,2021-05,region_28,brand_12_market,208429.28
577,2021-06,region_28,brand_12_market,232379.62
578,2021-07,region_28,brand_12_market,261422.53
579,2021-08,region_28,brand_12_market,194068.94
580,2020-01,region_29,brand_12_market,222470.81
581,2020-02,region_29,brand_12_market,205844.14
582,2020-03,region_29,brand_12_market,201914.955
583,2020-04,region_29,brand_12_market,197985.77
584,2020-05,region_29,brand_12_market,192208.76
585,2020-06,region_29,brand_12_market,206372.11
586,2020-07,region_29,brand_12_market,209812.71
587,2020-08,region_29,brand_12_market,177645.13
588,2020-09,region_29,brand_12_market,226174.58
589,2020-10,region_29,brand_12_market,215141.55
590,2020-11,region_29,brand_12_market,225344.4
591,2020-12,region_29,brand_12_market,232998.9
592,2021-01,region_29,brand_12_market,207464.74
593,2021-02,region_29,brand_12_market,194166.69
594,2021-03,region_29,brand_12_market,247128.34
595,2021-04,region_29,brand_12_market,221868.01
596,2021-05,region_29,brand_12_market,214861.17
597,2021-06,region_29,brand_12_market,232837.67
598,2021-07,region_29,brand_12_market,238310.28
599,2021-08,region_29,brand_12_market,182296.4
600,2020-01,region_30,brand_12_market,286562.52
601,2020-02,region_30,brand_12_market,274107.8
602,2020-03,region_30,brand_12_market,274675.27
603,2020-04,region_30,brand_12_market,275242.74
604,2020-05,region_30,brand_12_market,271963.08
605,2020-06,region_30,brand_12_market,274839.7
606,2020-07,region_30,brand_12_market,276064.24
