,region,month,sales,delta_sales,rel_delta_sales,prevSales
53,region_2,2021-02,242.82,20.329999999999984,0.09137489325362935,222.49
54,region_2,2021-03,886.05,643.23,2.6489992587101554,242.82
55,region_2,2021-04,437.74,-448.30999999999995,-0.5059646746797584,886.05
56,region_2,2021-05,368.85,-68.88999999999999,-0.1573765248777813,437.74
57,region_2,2021-06,286.63,-82.22000000000003,-0.22290904161583303,368.85
58,region_2,2021-07,226.29,-60.34,-0.21051529846840877,286.63
59,region_2,2021-08,476.17,249.88000000000002,1.1042467630032262,226.29
60,region_3,2020-01,0.0,0.0,0.0,0.0
61,region_3,2020-02,0.0,0.0,0.0,0.0
62,region_3,2020-03,0.0,0.0,0.0,0.0
63,region_3,2020-04,0.0,0.0,0.0,0.0
64,region_3,2020-05,0.0,0.0,0.0,0.0
65,region_3,2020-06,0.0,0.0,0.0,0.0
66,region_3,2020-07,143.74,143.74,100.0,0.0
67,region_3,2020-08,48.56,-95.18,-0.6621678029775985,143.74
68,region_3,2020-09,0.0,-48.56,-1.0,48.56
69,region_3,2020-10,104.11,104.11,100.0,0.0
70,region_3,2020-11,193.93,89.82000000000001,0.8627413312842187,104.11
71,region_3,2020-12,90.18,-103.75,-0.5349868509255917,193.93
72,region_3,2021-01,202.78,112.6,1.2486138833444222,90.18
73,region_3,2021-02,267.01,64.22999999999999,0.3167472137291645,202.78
74,region_3,2021-03,133.5,-133.51,-0.5000187258904161,267.01
75,region_3,2021-04,174.52,41.02000000000001,0.3072659176029964,133.5
76,region_3,2021-05,256.66,82.14000000000001,0.47066238826495543,174.52
77,region_3,2021-06,408.25,151.58999999999997,0.5906257305384555,256.66
78,region_3,2021-07,412.57,4.319999999999993,0.010581751377832127,408.25
79,region_3,2021-08,735.33,322.76000000000005,0.7823157282400564,412.57
80,region_4,2020-01,0.0,0.0,0.0,0.0
81,region_4,2020-02,0.0,0.0,0.0,0.0
82,region_4,2020-03,0.0,0.0,0.0,0.0
83,region_4,2020-04,0.0,0.0,0.0,0.0
84,region_4,2020-05,0.0,0.0,0.0,0.0
85,region_4,2020-06,0.0,0.0,0.0,0.0
86,region_4,2020-07,1234.36,1234.36,100.0,0.0
87,region_4,2020-08,1159.92,-74.43999999999983,-0.06030655562396692,1234.36
88,region_4,2020-09,1902.44,742.52,0.6401475963859575,1159.92
89,region_4,2020-10,1768.83,-133.61000000000013,-0.07023086142007118,1902.44
90,region_4,2020-11,597.43,-1171.4,-0.6622456652137289,1768.83
91,region_4,2020-12,957.61,360.18000000000006,0.6028823460489097,597.43
92,region_4,2021-01,1888.06,930.4499999999999,0.9716377230814213,957.61
93,region_4,2021-02,1097.39,-790.6699999999998,-0.4187737677828034,1888.06
94,region_4,2021-03,1252.99,155.5999999999999,0.14179097677215924,1097.39
95,region_4,2021-04,1945.91,692.9200000000001,0.5530131924436748,1252.99
96,region_4,2021-05,1420.92,-524.99,-0.26979151142653046,1945.91
97,region_4,2021-06,1224.32,-196.60000000000014,-0.13836106184725394,1420.92
98,region_4,2021-07,3248.95,2024.6299999999999,1.653677143230528,1224.32
99,region_4,2021-08,1209.78,-2039.1699999999998,-0.6276396989796704,3248.95
100,region_5,2020-01,0.0,0.0,0.0,0.0
101,region_5,2020-02,0.0,0.0,0.0,0.0
102,region_5,2020-03,0.0,0.0,0.0,0.0
103,region_5,2020-04,0.0,0.0,0.0,0.0
104,region_5,2020-05,0.0,0.0,0.0,0.0
105,region_5,2020-06,0.0,0.0,0.0,0.0
106,region_5,2020-07,0.0,0.0,0.0,0.0
107,region_5,2020-08,290.52,290.52,100.0,0.0
108,region_5,2020-09,201.8,-88.71999999999997,-0.3053834503648629,290.52
109,region_5,2020-10,0.0,-201.8,-1.0,201.8
110,region_5,2020-11,174.52,174.52,100.0,0.0
111,region_5,2020-12,251.08,76.56,0.43868897547559027,174.52
112,region_5,2021-01,671.48,420.4,1.6743667357017684,251.08
113,region_5,2021-02,728.84,57.360000000000014,0.08542324417704172,671.48
114,region_5,2021-03,827.9,99.05999999999995,0.1359146040283188,728.84
115,region_5,2021-04,750.47,-77.42999999999995,-0.09352578813866408,827.9
116,region_5,2021-05,240.01,-510.46000000000004,-0.6801870827614696,750.47
117,region_5,2021-06,917.76,677.75,2.823840673305279,240.01
118,region_5,2021-07,1854.41,936.6500000000001,1.0205827231520224,917.76
119,region_5,2021-08,765.64,-1088.77,-0.5871247458760469,1854.41
120,region_6,2020-01,0.0,0.0,0.0,0.0
121,region_6,2020-02,0.0,0.0,0.0,0.0
122,region_6,2020-03,0.0,0.0,0.0,0.0
123,region_6,2020-04,0.0,0.0,0.0,0.0
124,region_6,2020-05,0.0,0.0,0.0,0.0
125,region_6,2020-06,0.0,0.0,0.0,0.0
126,region_6,2020-07,640.3,640.3,100.0,0.0
127,region_6,2020-08,537.42,-102.88,-0.1606746837419959,640.3
128,region_6,2020-09,1113.62,576.1999999999999,1.072159577239403,537.42
129,region_6,2020-10,1652.18,538.5600000000002,0.48361200409475424,1113.62
130,region_6,2020-11,1627.59,-24.590000000000146,-0.014883366219177185,1652.18
131,region_6,2020-12,867.71,-759.8799999999999,-0.46687433567421766,1627.59
132,region_6,2021-01,2509.77,1642.06,1.8924064491592811,867.71
133,region_6,2021-02,1481.74,-1028.03,-0.4096112392769058,2509.77
134,region_6,2021-03,901.67,-580.07,-0.3914789369255065,1481.74
135,region_6,2021-04,2568.72,1667.0499999999997,1.8488471391972672,901.67
136,region_6,2021-05,386.37,-2182.35,-0.8495865645146221,2568.72
137,region_6,2021-06,1250.71,864.34,2.237078448119678,386.37
138,region_6,2021-07,2037.85,787.1399999999999,0.6293545266288747,1250.71
139,region_6,2021-08,1172.05,-865.8,-0.42485953333169757,2037.85
140,region_7,2020-01,0.0,0.0,0.0,0.0
141,region_7,2020-02,0.0,0.0,0.0,0.0
142,region_7,2020-03,0.0,0.0,0.0,0.0
143,region_7,2020-04,0.0,0.0,0.0,0.0
144,region_7,2020-05,0.0,0.0,0.0,0.0
145,region_7,2020-06,0.0,0.0,0.0,0.0
146,region_7,2020-07,915.76,915.76,100.0,0.0
147,region_7,2020-08,1483.5,567.74,0.619965929937975,915.76
148,region_7,2020-09,895.78,-587.72,-0.3961712167172228,1483.5
149,region_7,2020-10,3030.57,2134.79,2.383163276697404,895.78
150,region_7,2020-11,2407.18,-623.3900000000003,-0.20570057777909778,3030.57
151,region_7,2020-12,1985.48,-421.6999999999998,-0.17518424048056225,2407.18
152,region_7,2021-01,3126.42,1140.94,0.5746419001954188,1985.48
153,region_7,2021-02,2126.18,-1000.2400000000002,-0.3199314231613156,3126.42
154,region_7,2021-03,1982.16,-144.01999999999975,-0.06773650396485709,2126.18
155,region_7,2021-04,2158.73,176.56999999999994,0.08907958994228515,1982.16
156,region_7,2021-05,3856.68,1697.9499999999998,0.7865504254816489,2158.73
157,region_7,2021-06,2780.26,-1076.4199999999996,-0.2791053444931909,3856.68
158,region_7,2021-07,3470.74,690.4799999999996,0.24835087365929787,2780.26
159,region_7,2021-08,1653.8,-1816.9399999999998,-0.523502192615984,3470.74
160,region_8,2020-01,0.0,0.0,0.0,0.0
161,region_8,2020-02,0.0,0.0,0.0,0.0
162,region_8,2020-03,0.0,0.0,0.0,0.0
163,region_8,2020-04,0.0,0.0,0.0,0.0
164,region_8,2020-05,0.0,0.0,0.0,0.0
165,region_8,2020-06,0.0,0.0,0.0,0.0
166,region_8,2020-07,140.69,140.69,100.0,0.0
167,region_8,2020-08,523.84,383.15000000000003,2.7233634231288653,140.69
168,region_8,2020-09,139.29,-384.55000000000007,-0.7340981979230299,523.84
169,region_8,2020-10,744.07,604.7800000000001,4.341876660205328,139.29
170,region_8,2020-11,404.99,-339.08000000000004,-0.45570981224884755,744.07
171,region_8,2020-12,308.31,-96.68,-0.23872194375169753,404.99
172,region_8,2021-01,1025.84,717.53,2.327300444357951,308.31
173,region_8,2021-02,702.67,-323.16999999999996,-0.3150296342509553,1025.84
174,region_8,2021-03,396.72,-305.94999999999993,-0.43541064795707796,702.67
175,region_8,2021-04,284.82,-111.90000000000003,-0.28206291591046584,396.72
176,region_8,2021-05,579.51,294.69,1.0346534653465347,284.82
177,region_8,2021-06,793.26,213.75,0.36884609411399283,579.51
178,region_8,2021-07,875.47,82.21000000000004,0.10363563018430288,793.26
179,region_8,2021-08,590.65,-284.82000000000005,-0.3253338206906006,875.47
180,region_9,2020-01,0.0,0.0,0.0,0.0
181,region_9,2020-02,0.0,0.0,0.0,0.0
182,region_9,2020-03,0.0,0.0,0.0,0.0
183,region_9,2020-04,0.0,0.0,0.0,0.0
184,region_9,2020-05,0.0,0.0,0.0,0.0
185,region_9,2020-06,0.0,0.0,0.0,0.0
186,region_9,2020-07,4345.14,4345.14,100.0,0.0
187,region_9,2020-08,4532.53,187.38999999999942,0.04312634345498645,4345.14
188,region_9,2020-09,5899.38,1366.8500000000004,0.3015644684094756,4532.53
189,region_9,2020-10,11356.94,5457.56,0.9251073841657937,5899.38
190,region_9,2020-11,8362.64,-2994.300000000001,-0.2636537658911644,11356.94
191,region_9,2020-12,3439.31,-4923.33,-0.5887291572996087,8362.64
192,region_9,2021-01,11098.29,7658.980000000001,2.2268943479942203,3439.31
193,region_9,2021-02,8497.82,-2600.470000000001,-0.23431267339382922,11098.29
194,region_9,2021-03,7526.47,-971.3499999999995,-0.11430578666057878,8497.82
195,region_9,2021-04,9908.83,2382.3599999999997,0.3165308570950258,7526.47
196,region_9,2021-05,9713.6,-195.22999999999956,-0.019702628867383942,9908.83
197,region_9,2021-06,8121.89,-1591.71,-0.16386406687530886,9713.6
198,region_9,2021-07,10335.16,2213.2699999999995,0.27250676874471336,8121.89
199,region_9,2021-08,6522.46,-3812.7,-0.3689057547246487,10335.16
200,region_10,2020-01,0.0,0.0,0.0,0.0
201,region_10,2020-02,0.0,0.0,0.0,0.0
202,region_10,2020-03,0.0,0.0,0.0,0.0
203,region_10,2020-04,0.0,0.0,0.0,0.0
204,region_10,2020-05,0.0,0.0,0.0,0.0
205,region_10,2020-06,0.0,0.0,0.0,0.0
206,region_10,2020-07,0.0,0.0,0.0,0.0
207,region_10,2020-08,0.0,0.0,0.0,0.0
208,region_10,2020-09,0.0,0.0,0.0,0.0
209,region_10,2020-10,11.87,11.87,100.0,0.0
210,region_10,2020-11,187.15,175.28,14.76663858466723,11.87
211,region_10,2020-12,270.28,83.12999999999997,0.4441891530857598,187.15
212,region_10,2021-01,178.6,-91.67999999999998,-0.3392037886636081,270.28
213,region_10,2021-02,211.06,32.46000000000001,0.18174692049272112,178.6
214,region_10,2021-03,192.44,-18.620000000000005,-0.0882213588553018,211.06
215,region_10,2021-04,267.22,74.78000000000003,0.3885886510081067,192.44
216,region_10,2021-05,308.56,41.339999999999975,0.1547039892223634,267.22
217,region_10,2021-06,272.0,-36.56,-0.11848586984703136,308.56
218,region_10,2021-07,80.13,-191.87,-0.7054044117647059,272.0
219,region_10,2021-08,342.77,262.64,3.2776737801073255,80.13
220,region_11,2020-01,0.0,0.0,0.0,0.0
221,region_11,2020-02,0.0,0.0,0.0,0.0
222,region_11,2020-03,0.0,0.0,0.0,0.0
223,region_11,2020-04,0.0,0.0,0.0,0.0
224,region_11,2020-05,0.0,0.0,0.0,0.0
225,region_11,2020-06,0.0,0.0,0.0,0.0
226,region_11,2020-07,0.0,0.0,0.0,0.0
227,region_11,2020-08,143.74,143.74,100.0,0.0
228,region_11,2020-09,357.83,214.08999999999997,1.4894253513287876,143.74
229,region_11,2020-10,250.36,-107.46999999999997,-0.30033814940055326,357.83
230,region_11,2020-11,459.45,209.08999999999997,0.8351573733823292,250.36
231,region_11,2020-12,510.29,50.84000000000003,0.11065404287735348,459.45
232,region_11,2021-01,313.81,-196.48000000000002,-0.38503595994434536,510.29
233,region_11,2021-02,26.19,-287.62,-0.9165418565373953,313.81
234,region_11,2021-03,638.05,611.8599999999999,23.36235204276441,26.19
235,region_11,2021-04,718.08,80.03000000000009,0.1254290416111592,638.05
236,region_11,2021-05,635.46,-82.62,-0.11505681818181823,718.08
237,region_11,2021-06,997.95,362.49,0.5704371636294967,635.46
238,region_11,2021-07,1022.31,24.3599999999999,0.024410040583195514,997.95
239,region_11,2021-08,985.81,-36.5,-0.035703455898895675,1022.31
240,region_12,2020-01,0.0,0.0,0.0,0.0
241,region_12,2020-02,0.0,0.0,0.0,0.0
242,region_12,2020-03,0.0,0.0,0.0,0.0
243,region_12,2020-04,0.0,0.0,0.0,0.0
244,region_12,2020-05,0.0,0.0,0.0,0.0
245,region_12,2020-06,0.0,0.0,0.0,0.0
246,region_12,2020-07,28.13,28.13,100.0,0.0
247,region_12,2020-08,0.0,-28.13,-1.0,28.13
248,region_12,2020-09,70.35,70.35,100.0,0.0
249,region_12,2020-10,458.96,388.61,5.5239516702203275,70.35
250,region_12,2020-11,247.87,-211.08999999999997,-0.4599311486839811,458.96
251,region_12,2020-12,225.19,-22.680000000000007,-0.09149957639085005,247.87
252,region_12,2021-01,466.33,241.14,1.0708290776677472,225.19
253,region_12,2021-02,425.43,-40.89999999999998,-0.08770613085154289,466.33
254,region_12,2021-03,375.52,-49.910000000000025,-0.11731659732505939,425.43
255,region_12,2021-04,473.7,98.18,0.26145078824030676,375.52
256,region_12,2021-05,459.15,-14.550000000000011,-0.030715642811906307,473.7
257,region_12,2021-06,511.83,52.68000000000001,0.11473374714145712,459.15
258,region_12,2021-07,421.12,-90.70999999999998,-0.1772268135904499,511.83
259,region_12,2021-08,117.88,-303.24,-0.7200797872340425,421.12
260,region_13,2020-01,0.0,0.0,0.0,0.0
261,region_13,2020-02,0.0,0.0,0.0,0.0
262,region_13,2020-03,0.0,0.0,0.0,0.0
263,region_13,2020-04,0.0,0.0,0.0,0.0
264,region_13,2020-05,0.0,0.0,0.0,0.0
265,region_13,2020-06,0.0,0.0,0.0,0.0
266,region_13,2020-07,77.32,77.32,100.0,0.0
267,region_13,2020-08,208.23,130.91,1.6930936368339369,77.32
268,region_13,2020-09,204.17,-4.060000000000002,-0.019497670844738968,208.23
269,region_13,2020-10,417.18,213.01000000000002,1.0432972522897588,204.17
270,region_13,2020-11,501.48,84.30000000000001,0.20207104846828705,417.18
271,region_13,2020-12,1932.53,1431.05,2.8536531865677595,501.48
272,region_13,2021-01,776.02,-1156.51,-0.5984434911747812,1932.53
273,region_13,2021-02,254.87,-521.15,-0.6715677430994047,776.02
274,region_13,2021-03,723.58,468.71000000000004,1.8390159689253345,254.87
275,region_13,2021-04,1759.15,1035.5700000000002,1.4311755438237652,723.58
276,region_13,2021-05,1878.39,119.24000000000001,0.06778273598044504,1759.15
277,region_13,2021-06,1508.81,-369.58000000000015,-0.19675360281943588,1878.39
278,region_13,2021-07,2019.17,510.3600000000001,0.3382533254684157,1508.81
279,region_13,2021-08,1330.13,-689.04,-0.3412491271165875,2019.17
280,region_14,2020-01,0.0,0.0,0.0,0.0
281,region_14,2020-02,0.0,0.0,0.0,0.0
282,region_14,2020-03,0.0,0.0,0.0,0.0
283,region_14,2020-04,0.0,0.0,0.0,0.0
284,region_14,2020-05,0.0,0.0,0.0,0.0
285,region_14,2020-06,0.0,0.0,0.0,0.0
286,region_14,2020-07,0.0,0.0,0.0,0.0
287,region_14,2020-08,0.0,0.0,0.0,0.0
288,region_14,2020-09,104.11,104.11,100.0,0.0
289,region_14,2020-10,0.0,-104.11,-1.0,104.11
290,region_14,2020-11,0.0,0.0,0.0,0.0
291,region_14,2020-12,163.96,163.96,100.0,0.0
292,region_14,2021-01,564.18,400.2199999999999,2.4409612100512317,163.96
293,region_14,2021-02,385.86,-178.31999999999994,-0.31606933957247674,564.18
294,region_14,2021-03,270.28,-115.58000000000004,-0.29953869279013123,385.86
295,region_14,2021-04,331.18,60.900000000000034,0.2253218884120174,270.28
296,region_14,2021-05,678.67,347.48999999999995,1.0492481430038043,331.18
297,region_14,2021-06,291.19,-387.47999999999996,-0.5709402213152195,678.67
298,region_14,2021-07,237.25,-53.94,-0.1852398777430544,291.19
299,region_14,2021-08,507.18,269.93,1.137744994731296,237.25
300,region_15,2020-01,0.0,0.0,0.0,0.0
301,region_15,2020-02,0.0,0.0,0.0,0.0
302,region_15,2020-03,0.0,0.0,0.0,0.0
303,region_15,2020-04,0.0,0.0,0.0,0.0
304,region_15,2020-05,0.0,0.0,0.0,0.0
305,region_15,2020-06,0.0,0.0,0.0,0.0
306,region_15,2020-07,0.0,0.0,0.0,0.0
307,region_15,2020-08,143.74,143.74,100.0,0.0
308,region_15,2020-09,227.05,83.31,0.5795881452622791,143.74
309,region_15,2020-10,0.0,-227.05,-1.0,227.05
310,region_15,2020-11,240.01,240.01,100.0,0.0
311,region_15,2020-12,0.0,-240.01,-1.0,240.01
312,region_15,2021-01,133.5,133.5,100.0,0.0
313,region_15,2021-02,230.47,96.97,0.7263670411985019,133.5
314,region_15,2021-03,205.0,-25.47,-0.11051329891092121,230.47
315,region_15,2021-04,290.9,85.89999999999998,0.41902439024390237,205.0
316,region_15,2021-05,601.23,310.33000000000004,1.066792712272259,290.9
317,region_15,2021-06,174.52,-426.71000000000004,-0.7097283901335596,601.23
318,region_15,2021-07,129.71,-44.81,-0.25676140270456105,174.52
319,region_15,2021-08,271.49,141.78,1.09305373525557,129.71
320,region_16,2020-01,0.0,0.0,0.0,0.0
321,region_16,2020-02,0.0,0.0,0.0,0.0
322,region_16,2020-03,0.0,0.0,0.0,0.0
323,region_16,2020-04,0.0,0.0,0.0,0.0
324,region_16,2020-05,0.0,0.0,0.0,0.0
325,region_16,2020-06,0.0,0.0,0.0,0.0
326,region_16,2020-07,180.43,180.43,100.0,0.0
327,region_16,2020-08,481.91,301.48,1.670897300892313,180.43
328,region_16,2020-09,1384.37,902.4599999999998,1.872673320744537,481.91
329,region_16,2020-10,2078.68,694.31,0.5015349942573155,1384.37
330,region_16,2020-11,2541.24,462.55999999999995,0.22252583370215717,2078.68
331,region_16,2020-12,1698.59,-842.6499999999999,-0.3315900898773827,2541.24
332,region_16,2021-01,2006.69,308.10000000000014,0.18138573758234777,1698.59
333,region_16,2021-02,1491.52,-515.1700000000001,-0.2567262506914372,2006.69
334,region_16,2021-03,2361.05,869.5300000000002,0.5829824608453122,1491.52
335,region_16,2021-04,1661.26,-699.7900000000002,-0.2963893183117682,2361.05
336,region_16,2021-05,2304.3,643.0400000000002,0.38707968650301594,1661.26
337,region_16,2021-06,1884.69,-419.6100000000001,-0.18209868506704863,2304.3
338,region_16,2021-07,2012.1,127.40999999999985,0.0676026296101746,1884.69
339,region_16,2021-08,1783.23,-228.8699999999999,-0.11374683166840605,2012.1
340,region_17,2020-01,0.0,0.0,0.0,0.0
341,region_17,2020-02,0.0,0.0,0.0,0.0
342,region_17,2020-03,0.0,0.0,0.0,0.0
343,region_17,2020-04,0.0,0.0,0.0,0.0
344,region_17,2020-05,0.0,0.0,0.0,0.0
345,region_17,2020-06,0.0,0.0,0.0,0.0
346,region_17,2020-07,340.51,340.51,100.0,0.0
347,region_17,2020-08,275.99,-64.51999999999998,-0.18948048515462101,340.51
348,region_17,2020-09,200.01,-75.98000000000002,-0.2752998297039748,275.99
349,region_17,2020-10,394.47,194.46000000000004,0.9722513874306287,200.01
350,region_17,2020-11,259.42,-135.05,-0.34235810074276873,394.47
351,region_17,2020-12,565.16,305.73999999999995,1.1785521548068765,259.42
352,region_17,2021-01,240.01,-325.15,-0.5753238021091373,565.16
353,region_17,2021-02,233.46,-6.549999999999983,-0.027290529561268206,240.01
354,region_17,2021-03,379.82,146.35999999999999,0.6269168165852821,233.46
355,region_17,2021-04,441.53,61.70999999999998,0.16247169711968823,379.82
356,region_17,2021-05,666.93,225.39999999999998,0.5104975879328697,441.53
357,region_17,2021-06,288.9,-378.03,-0.566821105663263,666.93
358,region_17,2021-07,133.5,-155.39999999999998,-0.5379023883696781,288.9
359,region_17,2021-08,211.34,77.84,0.5830711610486892,133.5
360,region_18,2020-01,0.0,0.0,0.0,0.0
361,region_18,2020-02,0.0,0.0,0.0,0.0
362,region_18,2020-03,0.0,0.0,0.0,0.0
363,region_18,2020-04,0.0,0.0,0.0,0.0
364,region_18,2020-05,0.0,0.0,0.0,0.0
365,region_18,2020-06,0.0,0.0,0.0,0.0
366,region_18,2020-07,48.56,48.56,100.0,0.0
367,region_18,2020-08,48.56,0.0,0.0,48.56
368,region_18,2020-09,178.91,130.35,2.684308072487644,48.56
369,region_18,2020-10,83.73,-95.17999999999999,-0.5319993292717009,178.91
370,region_18,2020-11,0.0,-83.73,-1.0,83.73
371,region_18,2020-12,347.72,347.72,100.0,0.0
372,region_18,2021-01,187.15,-160.57000000000002,-0.4617795927757966,347.72
373,region_18,2021-02,155.9,-31.25,-0.16697835960459528,187.15
374,region_18,2021-03,65.49,-90.41000000000001,-0.5799230275817833,155.9
375,region_18,2021-04,379.31,313.82,4.7918766223850975,65.49
376,region_18,2021-05,457.15,77.83999999999997,0.20521473201339258,379.31
377,region_18,2021-06,549.87,92.72000000000003,0.20282183090889205,457.15
378,region_18,2021-07,469.49,-80.38,-0.14618000618327964,549.87
379,region_18,2021-08,222.13,-247.36,-0.5268695818867282,469.49
380,region_19,2020-01,0.0,0.0,0.0,0.0
381,region_19,2020-02,0.0,0.0,0.0,0.0
382,region_19,2020-03,0.0,0.0,0.0,0.0
383,region_19,2020-04,0.0,0.0,0.0,0.0
384,region_19,2020-05,0.0,0.0,0.0,0.0
385,region_19,2020-06,0.0,0.0,0.0,0.0
386,region_19,2020-07,2208.03,2208.03,100.0,0.0
387,region_19,2020-08,2988.79,780.7599999999998,0.35360026811229917,2208.03
388,region_19,2020-09,3059.61,70.82000000000016,0.02369520775966194,2988.79
389,region_19,2020-10,3265.78,206.17000000000007,0.06738440520197031,3059.61
390,region_19,2020-11,2606.81,-658.9700000000003,-0.20178027913699026,3265.78
391,region_19,2020-12,1885.96,-720.8499999999999,-0.2765257153379034,2606.81
392,region_19,2021-01,2725.22,839.2599999999998,0.44500413582472564,1885.96
393,region_19,2021-02,1769.87,-955.3499999999999,-0.3505588539640836,2725.22
394,region_19,2021-03,2745.95,976.0799999999999,0.5514981326312103,1769.87
395,region_19,2021-04,2650.13,-95.81999999999971,-0.034895027221908514,2745.95
396,region_19,2021-05,1909.37,-740.7600000000002,-0.2795183632501048,2650.13
397,region_19,2021-06,2212.01,302.6400000000003,0.15850254272351627,1909.37
398,region_19,2021-07,3893.64,1681.6299999999997,0.76022712374718,2212.01
399,region_19,2021-08,3556.58,-337.05999999999995,-0.08656681151827084,3893.64
400,region_20,2020-01,0.0,0.0,0.0,0.0
401,region_20,2020-02,0.0,0.0,0.0,0.0
402,region_20,2020-03,0.0,0.0,0.0,0.0
403,region_20,2020-04,0.0,0.0,0.0,0.0
404,region_20,2020-05,0.0,0.0,0.0,0.0
405,region_20,2020-06,0.0,0.0,0.0,0.0
406,region_20,2020-07,249.94,249.94,100.0,0.0
407,region_20,2020-08,192.3,-57.639999999999986,-0.23061534768344394,249.94
408,region_20,2020-09,35.17,-157.13,-0.8171086843473739,192.3
409,region_20,2020-10,406.38,371.21,10.55473414842195,35.17
410,region_20,2020-11,755.68,349.29999999999995,0.8595403317092376,406.38
411,region_20,2020-12,542.89,-212.78999999999996,-0.2815874444209189,755.68
412,region_20,2021-01,1075.31,532.42,0.9807143251855808,542.89
413,region_20,2021-02,1267.15,191.84000000000015,0.17840436711273977,1075.31
414,region_20,2021-03,942.4,-324.7500000000001,-0.25628378644990735,1267.15
415,region_20,2021-04,732.71,-209.68999999999994,-0.22250636672325974,942.4
416,region_20,2021-05,1291.87,559.1599999999999,0.7631395777319809,732.71
417,region_20,2021-06,1035.98,-255.88999999999987,-0.19807720591081135,1291.87
418,region_20,2021-07,1221.52,185.53999999999996,0.17909612154674792,1035.98
419,region_20,2021-08,1273.18,51.66000000000008,0.04229157115724669,1221.52
420,region_21,2020-01,0.0,0.0,0.0,0.0
421,region_21,2020-02,0.0,0.0,0.0,0.0
422,region_21,2020-03,0.0,0.0,0.0,0.0
423,region_21,2020-04,0.0,0.0,0.0,0.0
424,region_21,2020-05,0.0,0.0,0.0,0.0
425,region_21,2020-06,0.0,0.0,0.0,0.0
426,region_21,2020-07,0.0,0.0,0.0,0.0
427,region_21,2020-08,297.56,297.56,100.0,0.0
428,region_21,2020-09,563.88,266.32,0.8950127705336739,297.56
