,region,month,sales,delta_sales,rel_delta_sales,prevSales
54,region_2,2021-03,275.6,-551.1899999999999,-0.6666626350100993,826.79
55,region_2,2021-04,734.93,459.3299999999999,1.6666545718432508,275.6
56,region_2,2021-05,1561.72,826.7900000000001,1.1249914957887146,734.93
57,region_2,2021-06,1561.72,0.0,0.0,1561.72
58,region_2,2021-07,1469.86,-91.86000000000013,-0.05881976282560264,1561.72
59,region_2,2021-08,2071.56,601.7,0.4093587144353885,1469.86
60,region_3,2020-01,0.0,0.0,0.0,0.0
61,region_3,2020-02,0.0,0.0,0.0,0.0
62,region_3,2020-03,0.0,0.0,0.0,0.0
63,region_3,2020-04,0.0,0.0,0.0,0.0
64,region_3,2020-05,0.0,0.0,0.0,0.0
65,region_3,2020-06,0.0,0.0,0.0,0.0
66,region_3,2020-07,0.0,0.0,0.0,0.0
67,region_3,2020-08,0.0,0.0,0.0,0.0
68,region_3,2020-09,275.6,275.6,100.0,0.0
69,region_3,2020-10,643.06,367.4599999999999,1.3333091436865017,275.6
70,region_3,2020-11,2021.05,1377.99,2.1428638074207695,643.06
71,region_3,2020-12,275.6,-1745.4499999999998,-0.8636352391083842,2021.05
72,region_3,2021-01,2786.6,2511.0,9.111030478955007,275.6
73,region_3,2021-02,1224.88,-1561.7199999999998,-0.5604392449580133,2786.6
74,region_3,2021-03,2021.05,796.1699999999998,0.6499983671869896,1224.88
75,region_3,2021-04,1010.53,-1010.52,-0.4999975260384454,2021.05
76,region_3,2021-05,2572.25,1561.72,1.5454464488931552,1010.53
77,region_3,2021-06,3858.37,1286.12,0.4999980561764992,2572.25
78,region_3,2021-07,2939.71,-918.6599999999999,-0.23809536151276312,3858.37
79,region_3,2021-08,2374.68,-565.0300000000002,-0.19220603392851687,2939.71
80,region_4,2020-01,0.0,0.0,0.0,0.0
81,region_4,2020-02,0.0,0.0,0.0,0.0
82,region_4,2020-03,0.0,0.0,0.0,0.0
83,region_4,2020-04,0.0,0.0,0.0,0.0
84,region_4,2020-05,0.0,0.0,0.0,0.0
85,region_4,2020-06,0.0,0.0,0.0,0.0
86,region_4,2020-07,0.0,0.0,0.0,0.0
87,region_4,2020-08,91.87,91.87,100.0,0.0
88,region_4,2020-09,1500.48,1408.6100000000001,15.332643953412429,91.87
89,region_4,2020-10,459.33,-1041.15,-0.693877959053103,1500.48
90,region_4,2020-11,1102.39,643.0600000000002,1.399995645831973,459.33
91,region_4,2020-12,2939.71,1837.32,1.666669690399949,1102.39
92,region_4,2021-01,1194.26,-1745.45,-0.593749043272976,2939.71
93,region_4,2021-02,826.79,-367.47,-0.30769681643863145,1194.26
94,region_4,2021-03,2572.25,1745.46,2.111128581622903,826.79
95,region_4,2021-04,2112.92,-459.3299999999999,-0.17857128972689273,2572.25
96,region_4,2021-05,2112.92,0.0,0.0,2112.92
97,region_4,2021-06,1653.59,-459.33000000000015,-0.2173910985744847,2112.92
98,region_4,2021-07,2847.85,1194.26,0.7222225581915711,1653.59
99,region_4,2021-08,2651.6,-196.25,-0.06891163509314047,2847.85
100,region_5,2020-01,0.0,0.0,0.0,0.0
101,region_5,2020-02,0.0,0.0,0.0,0.0
102,region_5,2020-03,0.0,0.0,0.0,0.0
103,region_5,2020-04,0.0,0.0,0.0,0.0
104,region_5,2020-05,0.0,0.0,0.0,0.0
105,region_5,2020-06,0.0,0.0,0.0,0.0
106,region_5,2020-07,0.0,0.0,0.0,0.0
107,region_5,2020-08,0.0,0.0,0.0,0.0
108,region_5,2020-09,275.6,275.6,100.0,0.0
109,region_5,2020-10,0.0,-275.6,-1.0,275.6
110,region_5,2020-11,0.0,0.0,0.0,0.0
111,region_5,2020-12,275.6,275.6,100.0,0.0
112,region_5,2021-01,459.33,183.72999999999996,0.6666545718432508,275.6
113,region_5,2021-02,551.2,91.87000000000006,0.20000870833605489,459.33
114,region_5,2021-03,551.2,0.0,0.0,551.2
115,region_5,2021-04,643.06,91.8599999999999,0.16665457184325083,551.2
116,region_5,2021-05,1102.39,459.33000000000015,0.7142879358069234,643.06
117,region_5,2021-06,1194.26,91.86999999999989,0.08333711299993629,1102.39
118,region_5,2021-07,2021.05,826.79,0.6923031835613684,1194.26
119,region_5,2021-08,2181.34,160.2900000000002,0.07931025951856707,2021.05
120,region_6,2020-01,0.0,0.0,0.0,0.0
121,region_6,2020-02,0.0,0.0,0.0,0.0
122,region_6,2020-03,0.0,0.0,0.0,0.0
123,region_6,2020-04,0.0,0.0,0.0,0.0
124,region_6,2020-05,0.0,0.0,0.0,0.0
125,region_6,2020-06,0.0,0.0,0.0,0.0
126,region_6,2020-07,0.0,0.0,0.0,0.0
127,region_6,2020-08,0.0,0.0,0.0,0.0
128,region_6,2020-09,1561.72,1561.72,100.0,0.0
129,region_6,2020-10,826.79,-734.9300000000001,-0.4705901185871988,1561.72
130,region_6,2020-11,1316.75,489.96000000000004,0.5926051355241355,826.79
131,region_6,2020-12,2388.52,1071.77,0.8139510157584964,1316.75
132,region_6,2021-01,2572.25,183.73000000000002,0.07692211076315036,2388.52
133,region_6,2021-02,826.79,-1745.46,-0.6785732335503936,2572.25
134,region_6,2021-03,3307.18,2480.39,3.0000241899394045,826.79
135,region_6,2021-04,5236.36,1929.1799999999998,0.5833308135632169,3307.18
136,region_6,2021-05,2664.11,-2572.2499999999995,-0.49122863974211084,5236.36
137,region_6,2021-06,1929.19,-734.9200000000001,-0.27585948027671536,2664.11
138,region_6,2021-07,4777.03,2847.8399999999997,1.4761843053302162,1929.19
139,region_6,2021-08,4005.02,-772.0099999999998,-0.16160878202565188,4777.03
140,region_7,2020-01,0.0,0.0,0.0,0.0
141,region_7,2020-02,0.0,0.0,0.0,0.0
142,region_7,2020-03,0.0,0.0,0.0,0.0
143,region_7,2020-04,0.0,0.0,0.0,0.0
144,region_7,2020-05,0.0,0.0,0.0,0.0
145,region_7,2020-06,0.0,0.0,0.0,0.0
146,region_7,2020-07,0.0,0.0,0.0,0.0
147,region_7,2020-08,306.22,306.22,100.0,0.0
148,region_7,2020-09,4746.41,4440.19,14.499999999999998,306.22
149,region_7,2020-10,4348.32,-398.09000000000015,-0.08387181048413439,4746.41
150,region_7,2020-11,6828.71,2480.3900000000003,0.5704248997313905,4348.32
151,region_7,2020-12,6155.02,-673.6899999999996,-0.09865552937524069,6828.71
152,region_7,2021-01,5971.29,-183.73000000000047,-0.029850431030281066,6155.02
153,region_7,2021-02,5787.56,-183.72999999999956,-0.030768895833228616,5971.29
154,region_7,2021-03,8084.21,2296.6499999999996,0.39682525969493176,5787.56
155,region_7,2021-04,9829.66,1745.4499999999998,0.21590854270237902,8084.21
156,region_7,2021-05,8390.43,-1439.2299999999996,-0.14641706834213997,9829.66
157,region_7,2021-06,6338.75,-2051.6800000000003,-0.2445262042588997,8390.43
158,region_7,2021-07,6798.08,459.3299999999999,0.07246381384342349,6338.75
159,region_7,2021-08,9529.18,2731.1000000000004,0.40174578704575414,6798.08
160,region_8,2020-01,0.0,0.0,0.0,0.0
161,region_8,2020-02,0.0,0.0,0.0,0.0
162,region_8,2020-03,0.0,0.0,0.0,0.0
163,region_8,2020-04,0.0,0.0,0.0,0.0
164,region_8,2020-05,0.0,0.0,0.0,0.0
165,region_8,2020-06,0.0,0.0,0.0,0.0
166,region_8,2020-07,0.0,0.0,0.0,0.0
167,region_8,2020-08,122.49,122.49,100.0,0.0
168,region_8,2020-09,1286.12,1163.6299999999999,9.49979590170626,122.49
169,region_8,2020-10,1500.48,214.36000000000013,0.16667185021615416,1286.12
170,region_8,2020-11,1745.45,244.97000000000003,0.1632610897846023,1500.48
171,region_8,2020-12,1561.72,-183.73000000000002,-0.10526225328711791,1745.45
172,region_8,2021-01,2021.05,459.3299999999999,0.29411802371743967,1561.72
173,region_8,2021-02,1408.61,-612.44,-0.30303060290443085,2021.05
174,region_8,2021-03,2480.38,1071.7700000000002,0.7608706455299907,1408.61
175,region_8,2021-04,3399.04,918.6599999999999,0.3703706690103934,2480.38
176,region_8,2021-05,2112.92,-1286.12,-0.37837742421389564,3399.04
177,region_8,2021-06,2388.52,275.5999999999999,0.13043560570206147,2112.92
178,region_8,2021-07,1377.99,-1010.53,-0.42307788923684964,2388.52
179,region_8,2021-08,2320.15,942.1600000000001,0.6837204914404313,1377.99
180,region_9,2020-01,0.0,0.0,0.0,0.0
181,region_9,2020-02,0.0,0.0,0.0,0.0
182,region_9,2020-03,0.0,0.0,0.0,0.0
183,region_9,2020-04,0.0,0.0,0.0,0.0
184,region_9,2020-05,0.0,0.0,0.0,0.0
185,region_9,2020-06,0.0,0.0,0.0,0.0
186,region_9,2020-07,0.0,0.0,0.0,0.0
187,region_9,2020-08,367.46,367.46,100.0,0.0
188,region_9,2020-09,2633.49,2266.0299999999997,6.166739236923747,367.46
189,region_9,2020-10,5879.42,3245.9300000000003,1.2325583161508114,2633.49
190,region_9,2020-11,4777.03,-1102.3900000000003,-0.18749978739399475,5879.42
191,region_9,2020-12,2847.85,-1929.1799999999998,-0.40384506691396116,4777.03
192,region_9,2021-01,7992.34,5144.49,1.8064469687659113,2847.85
193,region_9,2021-02,4225.84,-3766.5,-0.4712637350262877,7992.34
194,region_9,2021-03,4868.9,643.0599999999995,0.15217329572345362,4225.84
195,region_9,2021-04,5726.31,857.4100000000008,0.17609932428269226,4868.9
196,region_9,2021-05,5420.09,-306.22000000000025,-0.05347597318342878,5726.31
197,region_9,2021-06,3858.37,-1561.7200000000003,-0.2881354368654395,5420.09
198,region_9,2021-07,7073.58,3215.21,0.8333078476144071,3858.37
199,region_9,2021-08,6214.68,-858.8999999999996,-0.12142366383076175,7073.58
200,region_10,2020-01,0.0,0.0,0.0,0.0
201,region_10,2020-02,0.0,0.0,0.0,0.0
202,region_10,2020-03,0.0,0.0,0.0,0.0
203,region_10,2020-04,0.0,0.0,0.0,0.0
204,region_10,2020-05,0.0,0.0,0.0,0.0
205,region_10,2020-06,0.0,0.0,0.0,0.0
206,region_10,2020-07,0.0,0.0,0.0,0.0
207,region_10,2020-08,91.87,91.87,100.0,0.0
208,region_10,2020-09,367.46,275.59,2.9997823010776092,91.87
209,region_10,2020-10,704.31,336.84999999999997,0.9166984161541392,367.46
210,region_10,2020-11,1010.53,306.22,0.4347801394272408,704.31
211,region_10,2020-12,857.42,-153.11,-0.1515145517698634,1010.53
212,region_10,2021-01,1531.1,673.68,0.7857059550745258,857.42
213,region_10,2021-02,3031.58,1500.48,0.9800013062504083,1531.1
214,region_10,2021-03,2572.25,-459.3299999999999,-0.15151505155727374,3031.58
215,region_10,2021-04,2755.98,183.73000000000002,0.07142773836135685,2572.25
216,region_10,2021-05,4654.54,1898.56,0.6888874374995464,2755.98
217,region_10,2021-06,2051.48,-2603.06,-0.559251827248235,4654.54
218,region_10,2021-07,2878.37,826.8899999999999,0.40306997874705086,2051.48
219,region_10,2021-08,4593.32,1714.9499999999998,0.595805959622981,2878.37
220,region_11,2020-01,0.0,0.0,0.0,0.0
221,region_11,2020-02,0.0,0.0,0.0,0.0
222,region_11,2020-03,0.0,0.0,0.0,0.0
223,region_11,2020-04,0.0,0.0,0.0,0.0
224,region_11,2020-05,0.0,0.0,0.0,0.0
225,region_11,2020-06,0.0,0.0,0.0,0.0
226,region_11,2020-07,0.0,0.0,0.0,0.0
227,region_11,2020-08,0.0,0.0,0.0,0.0
228,region_11,2020-09,275.6,275.6,100.0,0.0
229,region_11,2020-10,275.6,0.0,0.0,275.6
230,region_11,2020-11,918.66,643.06,2.3333091436865017,275.6
231,region_11,2020-12,1469.86,551.1999999999999,0.6000043541680273,918.66
232,region_11,2021-01,459.33,-1010.53,-0.6875008504211285,1469.86
233,region_11,2021-02,1010.53,551.2,1.2000087083360547,459.33
234,region_11,2021-03,1377.99,367.46000000000004,0.3636309659287702,1010.53
235,region_11,2021-04,918.66,-459.33000000000004,-0.33333333333333337,1377.99
236,region_11,2021-05,551.2,-367.4599999999999,-0.39999564583197256,918.66
237,region_11,2021-06,1102.37,551.1699999999998,0.9999455732946296,551.2
238,region_11,2021-07,3368.4,2266.03,2.0555983925542245,1102.37
239,region_11,2021-08,1997.68,-1370.72,-0.40693504334402086,3368.4
240,region_12,2020-01,0.0,0.0,0.0,0.0
241,region_12,2020-02,0.0,0.0,0.0,0.0
242,region_12,2020-03,0.0,0.0,0.0,0.0
243,region_12,2020-04,0.0,0.0,0.0,0.0
244,region_12,2020-05,0.0,0.0,0.0,0.0
245,region_12,2020-06,0.0,0.0,0.0,0.0
246,region_12,2020-07,0.0,0.0,0.0,0.0
247,region_12,2020-08,0.0,0.0,0.0,0.0
248,region_12,2020-09,734.93,734.93,100.0,0.0
249,region_12,2020-10,275.6,-459.3299999999999,-0.6249982991577429,734.93
250,region_12,2020-11,91.87,-183.73000000000002,-0.666654571843251,275.6
251,region_12,2020-12,1377.99,1286.12,13.999346903232828,91.87
252,region_12,2021-01,275.6,-1102.3899999999999,-0.7999985486106576,1377.99
253,region_12,2021-02,1286.12,1010.5199999999999,3.6666182873730033,275.6
254,region_12,2021-03,826.79,-459.3299999999999,-0.3571439679034616,1286.12
255,region_12,2021-04,183.73,-643.06,-0.7777791216633002,826.79
256,region_12,2021-05,857.42,673.6899999999999,3.666739236923747,183.73
257,region_12,2021-06,1929.19,1071.77,1.2499941685521683,857.42
258,region_12,2021-07,551.2,-1377.99,-0.7142842332792518,1929.19
259,region_12,2021-08,2016.32,1465.12,2.6580551523947746,551.2
260,region_13,2020-01,0.0,0.0,0.0,0.0
261,region_13,2020-02,0.0,0.0,0.0,0.0
262,region_13,2020-03,0.0,0.0,0.0,0.0
263,region_13,2020-04,0.0,0.0,0.0,0.0
264,region_13,2020-05,0.0,0.0,0.0,0.0
265,region_13,2020-06,0.0,0.0,0.0,0.0
266,region_13,2020-07,0.0,0.0,0.0,0.0
267,region_13,2020-08,0.0,0.0,0.0,0.0
268,region_13,2020-09,367.46,367.46,100.0,0.0
269,region_13,2020-10,2204.78,1837.3200000000002,5.000054427692811,367.46
270,region_13,2020-11,3399.04,1194.2599999999998,0.5416685564999681,2204.78
271,region_13,2020-12,2021.05,-1377.99,-0.4054056439465261,3399.04
272,region_13,2021-01,2021.05,0.0,0.0,2021.05
273,region_13,2021-02,4164.59,2143.54,1.0606071101655083,2021.05
274,region_13,2021-03,4501.43,336.84000000000015,0.08088191154471391,4164.59
275,region_13,2021-04,2755.98,-1745.4500000000003,-0.38775455799601466,4501.43
276,region_13,2021-05,3307.15,551.1700000000001,0.199990565969274,2755.98
277,region_13,2021-06,6246.86,2939.7099999999996,0.8888952723644223,3307.15
278,region_13,2021-07,4225.52,-2021.3399999999992,-0.32357696506724964,6246.86
279,region_13,2021-08,5966.09,1740.5699999999997,0.4119185331036179,4225.52
280,region_14,2020-01,0.0,0.0,0.0,0.0
281,region_14,2020-02,0.0,0.0,0.0,0.0
282,region_14,2020-03,0.0,0.0,0.0,0.0
283,region_14,2020-04,0.0,0.0,0.0,0.0
284,region_14,2020-05,0.0,0.0,0.0,0.0
285,region_14,2020-06,0.0,0.0,0.0,0.0
286,region_14,2020-07,0.0,0.0,0.0,0.0
287,region_14,2020-08,734.93,734.93,100.0,0.0
288,region_14,2020-09,489.95,-244.97999999999996,-0.3333378689126856,734.93
289,region_14,2020-10,2327.27,1837.32,3.750015307684458,489.95
290,region_14,2020-11,1469.86,-857.4100000000001,-0.3684187911157709,2327.27
291,region_14,2020-12,489.95,-979.9099999999999,-0.6666689344563428,1469.86
292,region_14,2021-01,1837.32,1347.37,2.7500153076844573,489.95
293,region_14,2021-02,1929.19,91.87000000000012,0.05000217708401378,1837.32
294,region_14,2021-03,2021.05,91.8599999999999,0.04761583877171249,1929.19
295,region_14,2021-04,2664.11,643.0600000000002,0.31818114346503057,2021.05
296,region_14,2021-05,2511.0,-153.11000000000013,-0.05747135065744291,2664.11
297,region_14,2021-06,3705.26,1194.2600000000002,0.47561131023496617,2511.0
298,region_14,2021-07,2021.05,-1684.2100000000003,-0.4545456998969034,3705.26
299,region_14,2021-08,1574.39,-446.65999999999985,-0.22100393359887183,2021.05
300,region_15,2020-01,0.0,0.0,0.0,0.0
301,region_15,2020-02,0.0,0.0,0.0,0.0
302,region_15,2020-03,0.0,0.0,0.0,0.0
303,region_15,2020-04,0.0,0.0,0.0,0.0
304,region_15,2020-05,0.0,0.0,0.0,0.0
305,region_15,2020-06,0.0,0.0,0.0,0.0
306,region_15,2020-07,0.0,0.0,0.0,0.0
307,region_15,2020-08,0.0,0.0,0.0,0.0
308,region_15,2020-09,0.0,0.0,0.0,0.0
309,region_15,2020-10,1653.59,1653.59,100.0,0.0
310,region_15,2020-11,1561.72,-91.86999999999989,-0.055557907340997414,1653.59
311,region_15,2020-12,1837.32,275.5999999999999,0.1764720948697589,1561.72
312,region_15,2021-01,2296.65,459.33000000000015,0.25,1837.32
313,region_15,2021-02,1469.86,-826.7900000000002,-0.3599982583327891,2296.65
314,region_15,2021-03,3123.44,1653.5800000000002,1.1249914957887146,1469.86
315,region_15,2021-04,2388.52,-734.9200000000001,-0.23529185769536154,3123.44
316,region_15,2021-05,3154.07,765.5500000000002,0.3205122837573058,2388.52
317,region_15,2021-06,5971.29,2817.22,0.8932014825289227,3154.07
318,region_15,2021-07,2388.52,-3582.77,-0.5999993301279958,5971.29
319,region_15,2021-08,5054.61,2666.0899999999997,1.1162100380151725,2388.52
320,region_16,2020-01,0.0,0.0,0.0,0.0
321,region_16,2020-02,0.0,0.0,0.0,0.0
322,region_16,2020-03,0.0,0.0,0.0,0.0
323,region_16,2020-04,0.0,0.0,0.0,0.0
324,region_16,2020-05,0.0,0.0,0.0,0.0
325,region_16,2020-06,0.0,0.0,0.0,0.0
326,region_16,2020-07,0.0,0.0,0.0,0.0
327,region_16,2020-08,459.33,459.33,100.0,0.0
328,region_16,2020-09,2847.85,2388.52,5.200008708336055,459.33
329,region_16,2020-10,4225.84,1377.9900000000002,0.48387028811208466,2847.85
330,region_16,2020-11,4409.57,183.72999999999956,0.043477746436211495,4225.84
331,region_16,2020-12,5511.96,1102.3900000000003,0.24999943305129535,4409.57
332,region_16,2021-01,4225.84,-1286.12,-0.23333260763866204,5511.96
333,region_16,2021-02,3613.4,-612.44,-0.14492739904965646,4225.84
334,region_16,2021-03,8114.83,4501.43,1.2457602258260918,3613.4
335,region_16,2021-04,5481.34,-2633.49,-0.3245280554244513,8114.83
336,region_16,2021-05,7563.63,2082.29,0.3798870349221175,5481.34
337,region_16,2021-06,6308.13,-1255.5,-0.16599172619496194,7563.63
338,region_16,2021-07,6430.62,122.48999999999978,0.019417798935659203,6308.13
339,region_16,2021-08,4806.02,-1624.5999999999995,-0.252635049186548,6430.62
340,region_17,2020-01,0.0,0.0,0.0,0.0
341,region_17,2020-02,0.0,0.0,0.0,0.0
342,region_17,2020-03,0.0,0.0,0.0,0.0
343,region_17,2020-04,0.0,0.0,0.0,0.0
344,region_17,2020-05,0.0,0.0,0.0,0.0
345,region_17,2020-06,0.0,0.0,0.0,0.0
346,region_17,2020-07,0.0,0.0,0.0,0.0
347,region_17,2020-08,1377.99,1377.99,100.0,0.0
348,region_17,2020-09,673.68,-704.3100000000001,-0.511114013889796,1377.99
349,region_17,2020-10,2266.03,1592.3500000000004,2.3636593041206515,673.68
350,region_17,2020-11,3613.4,1347.37,0.5945949524057492,2266.03
351,region_17,2020-12,4623.92,1010.52,0.2796590468810538,3613.4
352,region_17,2021-01,4072.73,-551.19,-0.11920405197321748,4623.92
353,region_17,2021-02,3919.62,-153.11000000000013,-0.03759394803976701,4072.73
354,region_17,2021-03,6644.95,2725.33,0.6953046468790343,3919.62
355,region_17,2021-04,5358.85,-1286.0999999999995,-0.1935454743828019,6644.95
356,region_17,2021-05,4287.06,-1071.79,-0.20000373214402345,5358.85
357,region_17,2021-06,4225.84,-61.220000000000255,-0.014280182689302312,4287.06
358,region_17,2021-07,6246.38,2020.54,0.4781392575203982,4225.84
359,region_17,2021-08,5827.28,-419.10000000000036,-0.06709486134369036,6246.38
360,region_18,2020-01,0.0,0.0,0.0,0.0
361,region_18,2020-02,0.0,0.0,0.0,0.0
362,region_18,2020-03,0.0,0.0,0.0,0.0
363,region_18,2020-04,0.0,0.0,0.0,0.0
364,region_18,2020-05,0.0,0.0,0.0,0.0
365,region_18,2020-06,0.0,0.0,0.0,0.0
366,region_18,2020-07,0.0,0.0,0.0,0.0
367,region_18,2020-08,0.0,0.0,0.0,0.0
368,region_18,2020-09,0.0,0.0,0.0,0.0
369,region_18,2020-10,30.62,30.62,100.0,0.0
370,region_18,2020-11,0.0,-30.62,-1.0,30.62
371,region_18,2020-12,0.0,0.0,0.0,0.0
372,region_18,2021-01,183.73,183.73,100.0,0.0
373,region_18,2021-02,1010.53,826.8,4.500081641539215,183.73
374,region_18,2021-03,91.87,-918.66,-0.90908731061918,1010.53
375,region_18,2021-04,275.6,183.73000000000002,1.9998911505388048,91.87
376,region_18,2021-05,551.2,275.6,1.0,275.6
377,region_18,2021-06,643.06,91.8599999999999,0.16665457184325083,551.2
378,region_18,2021-07,367.37,-275.68999999999994,-0.4287158274500046,643.06
379,region_18,2021-08,1417.64,1050.27,2.858888858643874,367.37
380,region_19,2020-01,0.0,0.0,0.0,0.0
381,region_19,2020-02,0.0,0.0,0.0,0.0
382,region_19,2020-03,0.0,0.0,0.0,0.0
383,region_19,2020-04,0.0,0.0,0.0,0.0
384,region_19,2020-05,0.0,0.0,0.0,0.0
385,region_19,2020-06,0.0,0.0,0.0,0.0
386,region_19,2020-07,0.0,0.0,0.0,0.0
387,region_19,2020-08,2112.92,2112.92,100.0,0.0
388,region_19,2020-09,2602.87,489.9499999999998,0.23188289192207923,2112.92
389,region_19,2020-10,5328.23,2725.3599999999997,1.0470595919120047,2602.87
390,region_19,2020-11,9860.28,4532.050000000001,0.8505732672951434,5328.23
391,region_19,2020-12,6614.35,-3245.9300000000003,-0.32919247729273404,9860.28
392,region_19,2021-01,12585.64,5971.289999999999,0.9027780507532863,6614.35
393,region_19,2021-02,15004.78,2419.1400000000012,0.19221430137839635,12585.64
394,region_19,2021-03,15892.82,888.039999999999,0.059183806760245705,15004.78
395,region_19,2021-04,18924.4,3031.5800000000017,0.19075154692496366,15892.82
396,region_19,2021-05,15311.0,-3613.4000000000015,-0.19093868233603184,18924.4
397,region_19,2021-06,17025.83,1714.8300000000017,0.11199986937495932,15311.0
398,region_19,2021-07,20822.96,3797.1299999999974,0.22302172640041618,17025.83
399,region_19,2021-08,17815.42,-3007.540000000001,-0.14443383649586805,20822.96
400,region_20,2020-01,0.0,0.0,0.0,0.0
401,region_20,2020-02,0.0,0.0,0.0,0.0
402,region_20,2020-03,0.0,0.0,0.0,0.0
403,region_20,2020-04,0.0,0.0,0.0,0.0
404,region_20,2020-05,0.0,0.0,0.0,0.0
405,region_20,2020-06,0.0,0.0,0.0,0.0
406,region_20,2020-07,0.0,0.0,0.0,0.0
407,region_20,2020-08,0.0,0.0,0.0,0.0
408,region_20,2020-09,275.6,275.6,100.0,0.0
409,region_20,2020-10,306.22,30.620000000000005,0.11110304789550063,275.6
410,region_20,2020-11,1102.39,796.1700000000001,2.599993468747959,306.22
411,region_20,2020-12,1286.12,183.7299999999998,0.16666515480002508,1102.39
412,region_20,2021-01,1194.26,-91.8599999999999,-0.07142412838615364,1286.12
413,region_20,2021-02,1653.59,459.3299999999999,0.384614740508767,1194.26
414,region_20,2021-03,3307.18,1653.59,1.0,1653.59
415,region_20,2021-04,4042.1,734.9200000000001,0.2222195344674316,3307.18
416,region_20,2021-05,5236.34,1194.2400000000002,0.2954503847010219,4042.1
417,region_20,2021-06,7931.07,2694.7299999999996,0.5146208993304482,5236.34
418,region_20,2021-07,7869.73,-61.340000000000146,-0.007734139277550178,7931.07
419,region_20,2021-08,5026.99,-2842.74,-0.36122459093259873,7869.73
420,region_21,2020-01,0.0,0.0,0.0,0.0
421,region_21,2020-02,0.0,0.0,0.0,0.0
422,region_21,2020-03,0.0,0.0,0.0,0.0
423,region_21,2020-04,0.0,0.0,0.0,0.0
424,region_21,2020-05,0.0,0.0,0.0,0.0
425,region_21,2020-06,0.0,0.0,0.0,0.0
426,region_21,2020-07,0.0,0.0,0.0,0.0
427,region_21,2020-08,367.46,367.46,100.0,0.0
428,region_21,2020-09,888.04,520.5799999999999,1.4166984161541394,367.46
