,region,month,delta_nr_contacts_1,delta_hcp_contacted_1,delta_mails_opened_1,delta_mails_clicked_1,delta_nr_contacts_2,delta_hcp_contacted_2,delta_mails_opened_2,delta_mails_clicked_2
76,region_3,2021-05,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
77,region_3,2021-06,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0
78,region_3,2021-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,region_3,2021-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,region_4,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,region_4,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,region_4,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,region_4,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,region_4,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,region_4,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,region_4,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,region_4,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,region_4,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,region_4,2020-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,region_4,2020-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,region_4,2020-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,region_4,2021-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,region_4,2021-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,region_4,2021-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,region_4,2021-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,region_4,2021-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,region_4,2021-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,region_4,2021-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,region_4,2021-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,region_5,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,region_5,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,region_5,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,region_5,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,region_5,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,region_5,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,region_5,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,region_5,2020-08,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
108,region_5,2020-09,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0
109,region_5,2020-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,region_5,2020-11,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0
111,region_5,2020-12,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
112,region_5,2021-01,-3.0,-1.0,-3.0,-3.0,0.0,0.0,0.0,0.0
113,region_5,2021-02,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
114,region_5,2021-03,-6.0,-2.0,-6.0,-6.0,3.0,1.0,3.0,3.0
115,region_5,2021-04,3.0,3.0,3.0,3.0,5.0,2.0,5.0,5.0
116,region_5,2021-05,-3.0,-3.0,-3.0,-3.0,-6.0,-2.0,-6.0,-6.0
117,region_5,2021-06,0.0,0.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0
118,region_5,2021-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,region_5,2021-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,region_6,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,region_6,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,region_6,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,region_6,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,region_6,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,region_6,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,region_6,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,region_6,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,region_6,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,region_6,2020-10,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
130,region_6,2020-11,3.0,1.0,3.0,3.0,8.0,6.0,8.0,8.0
131,region_6,2020-12,-5.0,-1.0,-5.0,-5.0,-6.0,-4.0,-6.0,-6.0
132,region_6,2021-01,1.0,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0
133,region_6,2021-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,region_6,2021-03,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
135,region_6,2021-04,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
136,region_6,2021-05,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
137,region_6,2021-06,1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
138,region_6,2021-07,-2.0,0.0,-2.0,-2.0,-1.0,0.0,-1.0,-1.0
139,region_6,2021-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,region_7,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,region_7,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,region_7,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,region_7,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,region_7,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,region_7,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,region_7,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,region_7,2020-08,12.0,7.0,12.0,12.0,14.0,7.0,14.0,14.0
148,region_7,2020-09,-12.0,-7.0,-12.0,-12.0,-7.0,0.0,-7.0,-7.0
149,region_7,2020-10,4.0,4.0,4.0,4.0,-7.0,-7.0,-7.0,-7.0
150,region_7,2020-11,12.0,7.0,12.0,12.0,1.0,1.0,1.0,1.0
151,region_7,2020-12,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152,region_7,2021-01,-13.0,-11.0,-13.0,-13.0,0.0,0.0,0.0,0.0
153,region_7,2021-02,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
154,region_7,2021-03,-5.0,-5.0,-5.0,-5.0,0.0,0.0,0.0,0.0
155,region_7,2021-04,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0
156,region_7,2021-05,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
157,region_7,2021-06,-3.0,-3.0,-3.0,-3.0,-1.0,-1.0,-1.0,-1.0
158,region_7,2021-07,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
159,region_7,2021-08,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
160,region_8,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,region_8,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,region_8,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,region_8,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,region_8,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,region_8,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,region_8,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,region_8,2020-08,18.0,6.0,18.0,18.0,6.0,2.0,6.0,6.0
168,region_8,2020-09,-18.0,-6.0,-18.0,-18.0,-5.0,-1.0,-5.0,-5.0
169,region_8,2020-10,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
170,region_8,2020-11,5.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0
171,region_8,2020-12,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0
172,region_8,2021-01,-4.0,-1.0,-4.0,-4.0,0.0,0.0,0.0,0.0
173,region_8,2021-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,region_8,2021-03,-3.0,0.0,-3.0,-3.0,0.0,0.0,0.0,0.0
175,region_8,2021-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,region_8,2021-05,9.0,2.0,9.0,9.0,0.0,0.0,0.0,0.0
177,region_8,2021-06,-4.0,-1.0,-4.0,-4.0,0.0,0.0,0.0,0.0
178,region_8,2021-07,-8.0,-4.0,-8.0,-8.0,0.0,0.0,0.0,0.0
179,region_8,2021-08,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
180,region_9,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,region_9,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,region_9,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,region_9,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,region_9,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,region_9,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,region_9,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,region_9,2020-08,2.0,2.0,2.0,2.0,15.0,9.0,15.0,15.0
188,region_9,2020-09,-2.0,-2.0,-2.0,-2.0,-4.0,2.0,-4.0,-4.0
189,region_9,2020-10,1.0,1.0,1.0,1.0,-11.0,-11.0,-11.0,-11.0
190,region_9,2020-11,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0
191,region_9,2020-12,2.0,3.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0
192,region_9,2021-01,-4.0,-4.0,-4.0,-4.0,0.0,0.0,0.0,0.0
193,region_9,2021-02,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
194,region_9,2021-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,region_9,2021-04,6.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0
196,region_9,2021-05,6.0,1.0,6.0,6.0,2.0,2.0,2.0,2.0
197,region_9,2021-06,-4.0,-2.0,-4.0,-4.0,-3.0,-3.0,-3.0,-3.0
198,region_9,2021-07,-2.0,2.0,-2.0,-2.0,0.0,0.0,0.0,0.0
199,region_9,2021-08,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0
200,region_10,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,region_10,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,region_10,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,region_10,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,region_10,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,region_10,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,region_10,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,region_10,2020-08,10.0,2.0,10.0,10.0,2.0,1.0,2.0,2.0
208,region_10,2020-09,-9.0,-1.0,-9.0,-9.0,8.0,2.0,8.0,8.0
209,region_10,2020-10,-1.0,-1.0,-1.0,-1.0,-10.0,-3.0,-10.0,-10.0
210,region_10,2020-11,4.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0
211,region_10,2020-12,0.0,0.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0
212,region_10,2021-01,-2.0,0.0,-2.0,-2.0,4.0,4.0,4.0,4.0
213,region_10,2021-02,2.0,0.0,2.0,2.0,-4.0,-4.0,-4.0,-4.0
214,region_10,2021-03,-4.0,-2.0,-4.0,-4.0,8.0,4.0,8.0,8.0
215,region_10,2021-04,2.0,2.0,2.0,2.0,-8.0,-4.0,-8.0,-8.0
216,region_10,2021-05,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0
217,region_10,2021-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,region_10,2021-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,region_10,2021-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,region_11,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,region_11,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,region_11,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,region_11,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,region_11,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,region_11,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,region_11,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,region_11,2020-08,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
228,region_11,2020-09,-1.0,-1.0,-1.0,-1.0,18.0,18.0,18.0,18.0
229,region_11,2020-10,0.0,0.0,0.0,0.0,-18.0,-18.0,-18.0,-18.0
230,region_11,2020-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,region_11,2020-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,region_11,2021-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,region_11,2021-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,region_11,2021-03,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
235,region_11,2021-04,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
236,region_11,2021-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,region_11,2021-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,region_11,2021-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,region_11,2021-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,region_12,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,region_12,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,region_12,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,region_12,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,region_12,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,region_12,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,region_12,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,region_12,2020-08,8.0,3.0,8.0,8.0,23.0,10.0,23.0,23.0
248,region_12,2020-09,-5.0,0.0,-5.0,-5.0,-14.0,-1.0,-14.0,-14.0
249,region_12,2020-10,-3.0,-3.0,-3.0,-3.0,-9.0,-9.0,-9.0,-9.0
250,region_12,2020-11,6.0,3.0,6.0,6.0,3.0,1.0,3.0,3.0
251,region_12,2020-12,0.0,0.0,0.0,0.0,-3.0,-1.0,-3.0,-3.0
252,region_12,2021-01,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0
253,region_12,2021-02,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
254,region_12,2021-03,-4.0,-2.0,-4.0,-4.0,12.0,5.0,12.0,12.0
255,region_12,2021-04,3.0,3.0,3.0,3.0,-7.0,-3.0,-7.0,-7.0
256,region_12,2021-05,-3.0,-3.0,-3.0,-3.0,-5.0,-2.0,-5.0,-5.0
257,region_12,2021-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,region_12,2021-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,region_12,2021-08,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
260,region_13,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,region_13,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,region_13,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,region_13,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,region_13,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,region_13,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,region_13,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,region_13,2020-08,4.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0
268,region_13,2020-09,-4.0,-3.0,-4.0,-4.0,0.0,0.0,0.0,0.0
269,region_13,2020-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,region_13,2020-11,6.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0
271,region_13,2020-12,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
272,region_13,2021-01,-4.0,0.0,-4.0,-4.0,0.0,0.0,0.0,0.0
273,region_13,2021-02,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
274,region_13,2021-03,-8.0,-4.0,-8.0,-8.0,3.0,1.0,3.0,3.0
275,region_13,2021-04,5.0,4.0,5.0,5.0,11.0,4.0,11.0,11.0
276,region_13,2021-05,-5.0,-4.0,-5.0,-5.0,-12.0,-4.0,-12.0,-12.0
277,region_13,2021-06,0.0,0.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0
278,region_13,2021-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,region_13,2021-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,region_14,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,region_14,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,region_14,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,region_14,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,region_14,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,region_14,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,region_14,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,region_14,2020-08,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
288,region_14,2020-09,-1.0,0.0,-1.0,-1.0,4.0,1.0,4.0,4.0
289,region_14,2020-10,-1.0,-1.0,-1.0,-1.0,-4.0,-1.0,-4.0,-4.0
290,region_14,2020-11,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
291,region_14,2020-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,region_14,2021-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,region_14,2021-02,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
294,region_14,2021-03,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
295,region_14,2021-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,region_14,2021-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,region_14,2021-06,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0
298,region_14,2021-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,region_14,2021-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,region_15,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,region_15,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,region_15,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,region_15,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,region_15,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,region_15,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,region_15,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,region_15,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,region_15,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,region_15,2020-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,region_15,2020-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,region_15,2020-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
